artist,song,tag,content,tag_2,prompt_baseline_gemma,sentence,generated_content,id
Calum Scott,What I Miss Most,[Verse 1],"It must have been a year since
I was thrown across an ocean far from home
Life is making no sense
Riding in between the highs and lows",[Verse],"Write the [Verse] of a song titled ""What I Miss Most"" in the style of ""Calum Scott"". Generate only 4 sentences.","Write the [Verse] of a song titled ""What I Miss Most"" in the style of ""Calum Scott"". Generate only 4 sentences.","The silence hangs heavy, a weight in the air,
Memories echo in this empty space you left to spare.
I crave the touch of your hand, the rhythm of your beat,
What I miss most is the warmth you brought beneath.",165
Calum Scott,What I Miss Most,[Pre-Chorus],"Woah, when I wake in the morning I, ooh
It's the first on my mind",[Pre-Chorus],"Write the [Pre-Chorus] of a song titled ""What I Miss Most"" in the style of ""Calum Scott"". Generate only 4 sentences.","Write the [Pre-Chorus] of a song titled ""What I Miss Most"" in the style of ""Calum Scott"". Generate only 4 sentences.","Shadows linger in the fading light,
Memories echo in the lonely night.
I trace your face in every passing tear,
What I miss most, is you near.",166
Calum Scott,What I Miss Most,[Chorus],"Maybe what I miss most
It wasn't made of steel and stone
And maybe what I miss most
It wasn't born of skin and bone
Under the sun, above the waves
Under three crowns when I'm far away
Maybe what I miss most",[Chorus],"Write the [Chorus] of a song titled ""What I Miss Most"" in the style of ""Calum Scott"". Generate only 4 sentences.","Write the [Chorus] of a song titled ""What I Miss Most"" in the style of ""Calum Scott"". Generate only 4 sentences.","In whispers soft, I yearn for days,
When shadows held no haunting ways.
I'd trade the stars for one familiar face,
To hold close in this lonely space.",167
Calum Scott,What I Miss Most,[Hook],"And maybe you'll never know
And maybe you'll never know
Maybe you'll never know",[Hook],"Write the [Hook] of a song titled ""What I Miss Most"" in the style of ""Calum Scott"". Generate only 4 sentences.","Write the [Hook] of a song titled ""What I Miss Most"" in the style of ""Calum Scott"". Generate only 4 sentences.","The echoes of your laughter linger in the air,
Memories dance like shadows, whispering care.
I miss your touch, your gentle embrace,
What I miss most is your loving face.",168
Calum Scott,What I Miss Most,[Verse 2],"Life beyond the window
I'm jealous of the way that black bird flies
Free among the people
Those quarter million stories pass me by
See Calum Scott LiveGet tickets as low as $42You might also like",[Verse],"Write the [Verse] of a song titled ""What I Miss Most"" in the style of ""Calum Scott"". Generate only 4 sentences.","Write the [Verse] of a song titled ""What I Miss Most"" in the style of ""Calum Scott"". Generate only 4 sentences.","The silence hangs like a shroud, my feet rooted to the ground.
Memories echo in this empty space, a haunting melody unsung.
Your presence was a symphony, a rhythm that filled the air.
But now I'm left with echoes, a melody of what I miss most there.",169
Calum Scott,What I Miss Most,[Pre-Chorus],"Woah, lie awake in the moonlight, I ooh
It's the last on my mind",[Pre-Chorus],"Write the [Pre-Chorus] of a song titled ""What I Miss Most"" in the style of ""Calum Scott"". Generate only 4 sentences.","Write the [Pre-Chorus] of a song titled ""What I Miss Most"" in the style of ""Calum Scott"". Generate only 4 sentences.","Shadows linger in the hallway,
Memories echo in every wall.
I yearn for your touch, your gentle sway,
What I miss most is you today.",170
Calum Scott,What I Miss Most,[Chorus],"And maybe what I miss most
It wasn't made of steel and stone
And maybe what I miss most
It wasn't born of skin and bone
Under the sun, above the waves
Under three crowns when I'm far away
Maybe what I miss most",[Chorus],"Write the [Chorus] of a song titled ""What I Miss Most"" in the style of ""Calum Scott"". Generate only 4 sentences.","Write the [Chorus] of a song titled ""What I Miss Most"" in the style of ""Calum Scott"". Generate only 4 sentences.","The melody whispers, a haunting refrain,
Memories dance in the pale moonlight's reign.
What I miss most, a touch so divine,
A love that lingers, forever intertwined.",171
Calum Scott,What I Miss Most,[Hook],"And maybe you'll never know
And maybe you'll never know
And maybe you'll never know",[Hook],"Write the [Hook] of a song titled ""What I Miss Most"" in the style of ""Calum Scott"". Generate only 4 sentences.","Write the [Hook] of a song titled ""What I Miss Most"" in the style of ""Calum Scott"". Generate only 4 sentences.","The whispers in my head, they used to drown,
But with you by my side, a quiet sound.
Your love, a shelter, a haven in the storm,
What I miss most is you keeping me warm.",172
Calum Scott,What I Miss Most,[Bridge],"I remember at the table
All those faces, where did they go?
I imagine what it looks like
When I'm not there
I remember, every summer
But now the years are, just a number
There's no backwards
Time is faster with everything I've left behind, oh",[Bridge],"Write the [Bridge] of a song titled ""What I Miss Most"" in the style of ""Calum Scott"". Generate only 4 sentences.","Write the [Bridge] of a song titled ""What I Miss Most"" in the style of ""Calum Scott"". Generate only 4 sentences.","Now I've grown, learned my every stride,
Memories echo in the shadows inside.
The love I crave, a familiar embrace,
My father's eyes hold wisdom in this space.",173
Calum Scott,What I Miss Most,[Chorus],"But maybe what I miss most
It wasn't made of steel and stone
And maybe what I miss most
It wasn't born of skin and bone
'Cause under the sun, above the waves
Under three crowns when I'm far away
Maybe what I miss most",[Chorus],"Write the [Chorus] of a song titled ""What I Miss Most"" in the style of ""Calum Scott"". Generate only 4 sentences.","Write the [Chorus] of a song titled ""What I Miss Most"" in the style of ""Calum Scott"". Generate only 4 sentences.","The silence screams, a deafening cry,
Memories echo in this lonely sky.
I crave your touch, your gentle hand,
What I miss most is love in this land.",174
Calum Scott,What I Miss Most,[Hook],"And maybe you'll never know
And maybe you'll never know
And maybe you'll never know",[Hook],"Write the [Hook] of a song titled ""What I Miss Most"" in the style of ""Calum Scott"". Generate only 4 sentences.","Write the [Hook] of a song titled ""What I Miss Most"" in the style of ""Calum Scott"". Generate only 4 sentences.","The whispers fade, silence settles in,
Memories echo in the spaces within.
What I miss most is your steady hand,
A guiding force in this changing land.",175
Camila Cabello,Havana,[Intro: Pharrell Williams],Hey,[Intro],"Write the [Intro] of a song titled ""Havana"" in the style of ""Camila Cabello"". Generate only 4 sentences.","Write the [Intro] of a song titled ""Havana"" in the style of ""Camila Cabello"". Generate only 4 sentences.","Neon glow, Havana nights, ocean breeze in my hair
Sipping on a cocktail, secrets shared in whispers there
Heartbeat like a rhythm, tropical dreams unfold
Havana nights, where stories untold are told.",176
Camila Cabello,Havana,[Chorus: Camila Cabello & Pharrell Williams],"Havana, ooh na-na (Ayy)
Half of my heart is in Havana, ooh na-na (Ayy, ayy)
He took me back to East Atlanta, na-na-na, ah
Oh, but my heart is in Havana (Ayy)
There's somethin' 'bout his manners (Uh-huh)
Havana, ooh na-na (Uh)",[Chorus],"Write the [Chorus] of a song titled ""Havana"" in the style of ""Camila Cabello"". Generate only 4 sentences.","Write the [Chorus] of a song titled ""Havana"" in the style of ""Camila Cabello"". Generate only 4 sentences.","Pull up, pull up, pull up straight from Tokyo,
You cannot believe it when we come through.
Woo, my god, you look good today,
Woo, my god, you look good today, yeah.",177
Camila Cabello,Havana,[Verse 1: Camila Cabello & Pharrell Williams],"He didn't walk up with that ""how you doin'?"" (Uh)
When he came in the room
He said there's a lot of girls I can do with (Uh)
But I can't without you
I knew him forever in a minute (Hey)
That summer night in June
And papa says he got malo in him (Uh)
He got me feelin' like...",[Verse],"Write the [Verse] of a song titled ""Havana"" in the style of ""Camila Cabello"". Generate only 4 sentences.","Write the [Verse] of a song titled ""Havana"" in the style of ""Camila Cabello"". Generate only 4 sentences.","Ice cold like my drink, lose your concentration, take a sip, sip it slow.
Cyclone, make it spin, all I do is win, cut like a diamond, cold.
4 A.M., bloom like a rose, girls like the summer, we're gold.
Got that li-li-li-like, ain't here to conversate, from Miami, causin' trouble in LA.",178
Camila Cabello,Havana,[Pre-Chorus: Camila Cabello & Pharrell Williams],"Ooh, ooh-ooh-ooh-ooh-ooh-ooh-ooh (Ayy)
I knew it when I met him (Ayy), I loved him when I left him
Got me feelin' like, ooh, ooh-ooh-ooh-ooh-ooh-ooh-ooh
And then I had to tell him, I had to go
Oh na-na-na-na-na (Woo)
See Camila Cabello LiveGet tickets as low as $122You might also like",[Pre-Chorus],"Write the [Pre-Chorus] of a song titled ""Havana"" in the style of ""Camila Cabello"". Generate only 4 sentences.","Write the [Pre-Chorus] of a song titled ""Havana"" in the style of ""Camila Cabello"". Generate only 4 sentences.","Heartbeat like a drum, rhythm in the air
Pulse is quickening, senses everywhere
Close your eyes, feel the rhythm take hold
Havana's calling, secrets to unfold.",179
Camila Cabello,Havana,[Chorus: Camila Cabello & Pharrell Williams],"Havana, ooh na-na (Ooh-ooh; ayy, ayy)
Half of my heart is in Havana, ooh na-na (Ooh-ooh; ayy, ayy, uh-huh)
He took me back to East Atlanta, na-na-na (Ooh-ooh)
Oh, but my heart is in Havana (Ooh-ooh; huh)
My heart is in Havana (Ayy)
Havana, ooh na-na",[Chorus],"Write the [Chorus] of a song titled ""Havana"" in the style of ""Camila Cabello"". Generate only 4 sentences.","Write the [Chorus] of a song titled ""Havana"" in the style of ""Camila Cabello"". Generate only 4 sentences.","Pull up, pull up, pull up straight from Tokyo,
You cannot believe it when we come through.
Woo, my god, you look good today,
You look good today, yeah.",180
Camila Cabello,Havana,[Verse 2: Young Thug],"(Jeffery)
Just graduated, fresh on campus, mmm
Fresh out East Atlanta with no manners, damn (Fresh out East Atlanta)
Bump on her bumper like a traffic jam
Hey, I was quick to pay that girl like Uncle Sam (Here you go, ayy)
Back it on me (Back it up)
Shawty cravin' on me, get to eatin' on me (On me)
She waited on me (And what?)
Shawty cakin' on me, got the bacon on me (Wait up)
This is history in the makin', homie (Homie)
Point blank, close range, that B (Tah, tah)
If it cost a million, that's me (That's me)
I was gettin' mula, baby",[Verse],"Write the [Verse] of a song titled ""Havana"" in the style of ""Camila Cabello"". Generate only 4 sentences.","Write the [Verse] of a song titled ""Havana"" in the style of ""Camila Cabello"". Generate only 4 sentences.","Ice cold like my drink, lose your concentration, sip by sip.
Cyclone in my soul, I'm cut like a diamond, glow.
4 A.M., bloom like a rose, girls like summer, we're gold.
Got that li-li-li-like, feelin' like a queen, bold.",181
Camila Cabello,Havana,[Chorus: Camila Cabello & Pharrell Williams],"Havana, ooh na-na (Ooh-ooh; ayy, ayy)
Half of my heart is in Havana, ooh na-na (Ooh-ooh; ayy, ayy, uh-huh)
He took me back to East Atlanta, na-na-na (Oh, no)
Oh, but my heart is in Havana (Ooh-ooh; huh)
My heart is in Havana (Ayy)
Havana, ooh na-na",[Chorus],"Write the [Chorus] of a song titled ""Havana"" in the style of ""Camila Cabello"". Generate only 4 sentences.","Write the [Chorus] of a song titled ""Havana"" in the style of ""Camila Cabello"". Generate only 4 sentences.","Pull up, pull up, pull up straight from Tokyo,
You cannot believe it when we come through.
Woo, my god, you look good today,
You look good today, yeah.",182
Camila Cabello,Havana,[Bridge: Starrah & Camila Cabello],"Ooh na-na, oh, na-na-na (Ooh, ooh-ooh-ooh-ooh-ooh-ooh)
Take me back, back, back like...
Ooh na-na, oh, na-na-na (Yeah, babe)
Take me back, back, back like...
Ooh na-na, oh, na-na-na (Yeah, yeah)
Take me back, back, back like...
Ooh na-na, oh, na-na-na (Yeah, babe)
Take me back, back, back
Hey, hey...
Ooh, ooh-ooh-ooh-ooh-ooh-ooh-ooh (Hey)
Ooh, ooh-ooh-ooh-ooh-ooh-ooh-ooh (Hey)
Take me back to my Havana...",[Bridge],"Write the [Bridge] of a song titled ""Havana"" in the style of ""Camila Cabello"". Generate only 4 sentences.","Write the [Bridge] of a song titled ""Havana"" in the style of ""Camila Cabello"". Generate only 4 sentences.","The rhythm takes a sensual sway,
Heartbeat like a bassline, gonna melt away.
Close your eyes, feel the heat rise,
Havana's got a hold, feel the moonlight in your sighs.",183
Camila Cabello,Havana,[Chorus: Camila Cabello & Pharrell Williams],"Havana, ooh na-na
Half of my heart is in Havana, ooh na-na (Oh, yeah)
He took me back to East Atlanta, na-na-na (Ayy, ayy)
Oh, but my heart is in Havana
My heart is in Havana (Ayy)
Havana, ooh na-na (Uh-huh)",[Chorus],"Write the [Chorus] of a song titled ""Havana"" in the style of ""Camila Cabello"". Generate only 4 sentences.","Write the [Chorus] of a song titled ""Havana"" in the style of ""Camila Cabello"". Generate only 4 sentences.","Pull up, pull up, pull up straight from Tokyo,
You cannot believe it when we come through.
Woo, my god, you look good today,
You look good today, yeah.",184
Camila Cabello,Havana,[Outro: Starrah & Camila Cabello],"Oh, na-na-na (Oh, na, yeah)
Oh, na-na-na
Oh, na-na-na (No, no, no, take me back)
Oh, na-na-na
Havana, ooh na-na",[Outro],"Write the [Outro] of a song titled ""Havana"" in the style of ""Camila Cabello"". Generate only 4 sentences.","Write the [Outro] of a song titled ""Havana"" in the style of ""Camila Cabello"". Generate only 4 sentences.","The rhythm fades, leaving only the soft hum of the Havana breeze.
Her eyes meet yours, a playful smile on her face.
""Habana, you've stolen my heart,"" she whispers, ""but remember, love, it's just the beginning.""
She leans in, whispers in your ear, ""Together, we'll make magic, you and me.""",185
Carly Rae Jepsen,I Really Like You,[Verse 1],"I really wanna stop, but I just got the taste for it
I feel like I could fly with the boy on the moon
So honey, hold my hand, you like making me wait for it
I feel like I could die walking up to the room, oh yeah",[Verse],"Write the [Verse] of a song titled ""I Really Like You"" in the style of ""Carly Rae Jepsen"". Generate only 4 sentences.","Write the [Verse] of a song titled ""I Really Like You"" in the style of ""Carly Rae Jepsen"". Generate only 4 sentences.","The whispers linger in the air, a haunting refrain,
You were the first thing I'd think, a whispered refrain.
But I know I'm just a friend, a role I must hold,
Though my heart whispers secrets, stories untold.",186
Carly Rae Jepsen,I Really Like You,[Pre-Chorus],"Late night watching television
But how'd we get in this position?
It's way too soon, I know this isn't love
But I need to tell you something",[Pre-Chorus],"Write the [Pre-Chorus] of a song titled ""I Really Like You"" in the style of ""Carly Rae Jepsen"". Generate only 4 sentences.","Write the [Pre-Chorus] of a song titled ""I Really Like You"" in the style of ""Carly Rae Jepsen"". Generate only 4 sentences.","Your whispers linger in the air,
I can't escape the memories we share.
My apologies, a broken plea,
But in your eyes, I long to see.",187
Carly Rae Jepsen,I Really Like You,[Chorus],"I really, really, really, really, really, really like you
And I want you, do you want me, do you want me too?
I really, really, really, really, really, really like you
And I want you, do you want me, do you want me too?
Oh, did I say too much?
I’m so in my head when we’re out of touch
I really, really, really, really, really, really like you
And I want you, do you want me, do you want me too?",[Chorus],"Write the [Chorus] of a song titled ""I Really Like You"" in the style of ""Carly Rae Jepsen"". Generate only 4 sentences.","Write the [Chorus] of a song titled ""I Really Like You"" in the style of ""Carly Rae Jepsen"". Generate only 4 sentences.","I really like you, yeah, it's true
Forget the games, I'm coming straight for you
I'll break all the rules, break my heart and start again
Call my name, I'll be there, 'cause your love is my plan.",188
Carly Rae Jepsen,I Really Like You,[Verse 2],"It's like everything you say is a sweet revelation
All I wanna do is get into your head
Yeah, we could stay alone
You and me, and this temptation
Sipping on your lips, hanging on by a thread, baby
See Carly Rae Jepsen LiveGet tickets as low as $150You might also like",[Verse],"Write the [Verse] of a song titled ""I Really Like You"" in the style of ""Carly Rae Jepsen"". Generate only 4 sentences.","Write the [Verse] of a song titled ""I Really Like You"" in the style of ""Carly Rae Jepsen"". Generate only 4 sentences.","The whispers linger in the air, a memory we shared,
I used to dream of mornings with you, hair tousled and spared.
But I'm just a friend, a constant in your ever-changing ways,
And though my love remains, it's a melody that softly fades.",189
Carly Rae Jepsen,I Really Like You,[Pre-Chorus],"Late night watching television
But how'd we get in this position?
It's way too soon, I know this isn't love (Love)
But I need to tell you something",[Pre-Chorus],"Write the [Pre-Chorus] of a song titled ""I Really Like You"" in the style of ""Carly Rae Jepsen"". Generate only 4 sentences.","Write the [Pre-Chorus] of a song titled ""I Really Like You"" in the style of ""Carly Rae Jepsen"". Generate only 4 sentences.","Shadows linger in the streetlights,
Your laughter echoes in my sleepless nights.
I can't escape your smile, it's in my sights,
I really like you, more than you might.",190
Carly Rae Jepsen,I Really Like You,[Chorus],"I really, really, really, really, really, really like you
And I want you, do you want me, do you want me too?
I really, really, really, really, really, really like you
And I want you, do you want me, do you want me too?
Oh, did I say too much?
I’m so in my head when we’re out of touch (When we’re out of touch!)
I really, really, really, really, really, really like you
And I want you, do you want me, do you want me too?",[Chorus],"Write the [Chorus] of a song titled ""I Really Like You"" in the style of ""Carly Rae Jepsen"". Generate only 4 sentences.","Write the [Chorus] of a song titled ""I Really Like You"" in the style of ""Carly Rae Jepsen"". Generate only 4 sentences.","I really like you, can't deny it's true
Forget the games, I'll break through your blue
I'll tear down all the walls, for you I'll bleed
Forget the rules, I'll follow only my need.",191
Carly Rae Jepsen,I Really Like You,[Bridge],"Who gave you eyes like that
And said you could keep them?
I don’t know how to act
Or if I should be leaving
I’m running out of time
Going out of my mind
I need to tell you something
Yeah, I need to tell you something
Yeah!",[Bridge],"Write the [Bridge] of a song titled ""I Really Like You"" in the style of ""Carly Rae Jepsen"". Generate only 4 sentences.","Write the [Bridge] of a song titled ""I Really Like You"" in the style of ""Carly Rae Jepsen"". Generate only 4 sentences.","The whispers in my head won't subside,
Memories of your touch, a lingering tide.
I crave your laughter, your gentle smile,
Can't escape this feeling, this love in your style.",192
Carly Rae Jepsen,I Really Like You,[Chorus],"I really, really, really, really, really, really like you
And I want you, do you want me, do you want me too?
I really, really, really, really, really, really like you (Oh oh oh)
And I want you, do you want me, do you want me too?
Oh, did I say too much? (Did I say too much?)
I’m so in my head when we’re out of touch (I’m so in my head, when we’re out of touch)
I really, really, really, really, really, really like you
And I want you, do you want me, do you want me too? (Yeah!)
I really, really, really, really, really, really like you
And I want you, do you want me, do you want me too? (Yeah, I need to tell you something)
I really, really, really, really, really, really like you (Oh, yeah)
And I want you, do you want me, do you want me too?",[Chorus],"Write the [Chorus] of a song titled ""I Really Like You"" in the style of ""Carly Rae Jepsen"". Generate only 4 sentences.","Write the [Chorus] of a song titled ""I Really Like You"" in the style of ""Carly Rae Jepsen"". Generate only 4 sentences.","You're not the type I usually go for, I'll admit,
But I can't resist your smile, your laugh, your lit-up fit.
I'd break my heart and rewrite my story,
For a chance to be lost in your arms, glory to glory.",193
Charli XCX,Gone,[Verse 1: Charli XCX],"I have to go, I'm so sorry, but it feels so cold in here
I am just now realizing they don't care
I try real hard, but I'm caught up by my insecurities
Pour me one more, watch the ice melt in my fist",[Verse],"Write the [Verse] of a song titled ""Gone"" in the style of ""Charli XCX"". Generate only 4 sentences.","Write the [Verse] of a song titled ""Gone"" in the style of ""Charli XCX"". Generate only 4 sentences.","Shadows stretch, memories fade,
Time slips by in whispers shade.
We'll find solace in the night's embrace,
Knowing that in the morning, we'll trace
Our paths anew.",194
Charli XCX,Gone,[Pre-Chorus: Charli XCX],"I feel so unstable, fucking hate these people
How they making me feel lately
They making me weird, baby, lately
I feel so unstable, fucking hate these people
How they making me loathe
They making me loathe, yeah",[Pre-Chorus],"Write the [Pre-Chorus] of a song titled ""Gone"" in the style of ""Charli XCX"". Generate only 4 sentences.","Write the [Pre-Chorus] of a song titled ""Gone"" in the style of ""Charli XCX"". Generate only 4 sentences.","Neon glow, empty highway, driving in the night
Left you in the rearview, shadows in the light
You're a whisper in my ear, a memory I hold
But sometimes letting go is the only way to grow bold.",195
Charli XCX,Gone,[Chorus: Charli XCX & Christine and the Queens],"Why do we keep when the water runs?
Why do we love if we're so mistaken?
Why do we leave when the chase is done?
Don't search me in here, I'm already gone, baby
Why do we keep when the water runs?
Why do we love?",[Chorus],"Write the [Chorus] of a song titled ""Gone"" in the style of ""Charli XCX"". Generate only 4 sentences.","Write the [Chorus] of a song titled ""Gone"" in the style of ""Charli XCX"". Generate only 4 sentences.","(Chorus)
Gone, like a memory, vanished in the night
Left with echoes of a love that felt so tight
But I've got the key, the code to unlock the past
In my heart you linger, shadows cast.",196
Charli XCX,Gone,[Verse 2: Christine and the Queens],"I would lay down (Lay down)
But they staring, their eyes like two shining stones
I see myself (Myself), and I look scared and confused
Wait, did they just talk? Why is it too loud? (Is it loud?)
Do they wish to run through me? (Me)
Am I a smoke? Am I the sun? And who decides? (Oh)
See Charli XCX LiveGet tickets as low as $207You might also like",[Verse],"Write the [Verse] of a song titled ""Gone"" in the style of ""Charli XCX"". Generate only 4 sentences.","Write the [Verse] of a song titled ""Gone"" in the style of ""Charli XCX"". Generate only 4 sentences.","Shadows linger in the fading light,
We linger closer, holding tight.
Time unravels, a hazy dream,
In whispers shared, in silent screams.",197
Charli XCX,Gone,[Pre-Chorus: Christine and the Queens],"I feel so unstable, fucking hate these people
How they making me feel lately
They making me weird, baby, lately
I feel so unstable, fucking hate these people
How they making me loathe
They making me loathe, oh, mmm (Yeah)",[Pre-Chorus],"Write the [Pre-Chorus] of a song titled ""Gone"" in the style of ""Charli XCX"". Generate only 4 sentences.","Write the [Pre-Chorus] of a song titled ""Gone"" in the style of ""Charli XCX"". Generate only 4 sentences.","Sunsets bleed into neon glow,
Drove the car off the grid to let go.
You're a phantom in my head, I know,
But sometimes letting go is letting you grow.",198
Charli XCX,Gone,[Chorus: Charli XCX & Christine and the Queens],"Why do we keep when the water runs?
Why do we love if we're so mistaken?
Why do we leave when the chase is done?
Don't search me in here, I'm already gone, baby (Baby)
Why do we keep when the water runs?
Why do we love if we're so mistaken?
Why do we leave when the chase is done?
Don't search me in here, I'm already gone, baby",[Chorus],"Write the [Chorus] of a song titled ""Gone"" in the style of ""Charli XCX"". Generate only 4 sentences.","Write the [Chorus] of a song titled ""Gone"" in the style of ""Charli XCX"". Generate only 4 sentences.","(Chorus)
Gone, like a whisper in the night
Left you with the echo of a fading light
Got the key, but will you open your heart?
Or will you stay locked in the dark?",199
Charli XCX,Gone,[Bridge: Charli XCX & Christine and the Queens],"(Cruels endroits)
Why do we keep when the water runs?
Ne me cherche pas, je ne suis plus là, baby
Why do we leave when the chase is done?
Ne me cherche pas, je ne suis plus là (Yeah, yeah, yeah, yeah)
Why do we? Ah",[Bridge],"Write the [Bridge] of a song titled ""Gone"" in the style of ""Charli XCX"". Generate only 4 sentences.","Write the [Bridge] of a song titled ""Gone"" in the style of ""Charli XCX"". Generate only 4 sentences.","The rhythm shifts, a haunting melody unravels,
Shadows linger in the corners, secrets unravel.
Memories unravel like a tapestry, tears in my eyes,
Lost in the echoes of a love that died in goodbyes.",200
Charli XCX,Gone,"[Outro: Charli XCX, Christine and the Queens & Both]","Keep, keep, k-keep the water running
Keep, k-keep, k-keep, k-keep the water run
Keep, k-keep, k-keep the
Keep, keep the, keep
Keep
Why do we keep when the water runs?
Keep, keep, keep
Why do we love if we're so mistaken?
Keep, keep, keep
Why do we leave when the chase is done?
Keep
Why do we keep when the water runs?
Keep, keep, keep
Why do we love if we're so mistaken?
Keep, keep, keep
Why do we leave when the chase is done?
Don't search me in here, I'm already gone, baby",[Outro],"Write the [Outro] of a song titled ""Gone"" in the style of ""Charli XCX"". Generate only 4 sentences.","Write the [Outro] of a song titled ""Gone"" in the style of ""Charli XCX"". Generate only 4 sentences.","The echoes fade, a gentle sigh.
Memories linger like shadows in your eye.
You stay right here, a constant in my mind.
Forever linked, a love forever intertwined.",201
Charlie Puth,Done for Me,[Intro: Charlie Puth],"Ooh-ooh, ooh-ooh-ooh
Oh, oh-oh, yeah",[Intro],"Write the [Intro] of a song titled ""Done for Me"" in the style of ""Charlie Puth"". Generate only 4 sentences.","Write the [Intro] of a song titled ""Done for Me"" in the style of ""Charlie Puth"". Generate only 4 sentences.","(Intro)
Empty promises whisper in the night,
Your words like echoes in the pale moonlight.
But your tears tell a different story,
As your broken heart finally starts to worry.",202
Charlie Puth,Done for Me,[Verse 1: Charlie Puth],"What you thinkin'?
You think that you could be better off with somebody new
(No, oh, oh, baby, no)
You say you're leavin'
Well, if you wanna leave, there ain't nobody stoppin' you
(No, oh, oh, baby, no)",[Verse],"Write the [Verse] of a song titled ""Done for Me"" in the style of ""Charlie Puth"". Generate only 4 sentences.","Write the [Verse] of a song titled ""Done for Me"" in the style of ""Charlie Puth"". Generate only 4 sentences.","The blame's on you, it's clear to see,
You shifted it around so easily.
Now you're crying, tears in your eyes,
But I hope they're not for all your lies.",203
Charlie Puth,Done for Me,[Pre-Chorus: Charlie Puth],"I won't beg for your love
Won't say, ""Please""
I won't fall to the ground on my knees
You know I've given this everything
Baby, honestly
Baby, honestly",[Pre-Chorus],"Write the [Pre-Chorus] of a song titled ""Done for Me"" in the style of ""Charlie Puth"". Generate only 4 sentences.","Write the [Pre-Chorus] of a song titled ""Done for Me"" in the style of ""Charlie Puth"". Generate only 4 sentences.","Tears welling up, your eyes now pour,
A year gone, a life you stole.
Hope whispers, is this love you adore?
For me you weep, but did you adore?",204
Charlie Puth,Done for Me,[Chorus: Charlie Puth],"I lie for you, baby
Die for you, baby
Cry for you, baby
But tell me what you've done for me
For you, baby
And only you, baby
The things I do, baby
But tell me what you've done for me
You might also like",[Chorus],"Write the [Chorus] of a song titled ""Done for Me"" in the style of ""Charlie Puth"". Generate only 4 sentences.","Write the [Chorus] of a song titled ""Done for Me"" in the style of ""Charlie Puth"". Generate only 4 sentences.","You didn't love when you had me,
But now you need me so badly, it's funny.
Ha-ha-ha-ha-ha, that's hilarious.
Thinkin' I would still want you, after all you've done?",205
Charlie Puth,Done for Me,[Verse 2: Kehlani],"I never cheated (I never cheated)
Deleted everyone 'cause they made you uncomfortable
(No, oh, oh, baby, no)
These accusations (These accusations)
I can't apologize for somethin' that I didn't do
(No, oh, oh, baby, no)",[Verse],"Write the [Verse] of a song titled ""Done for Me"" in the style of ""Charlie Puth"". Generate only 4 sentences.","Write the [Verse] of a song titled ""Done for Me"" in the style of ""Charlie Puth"". Generate only 4 sentences.","(Verse)
You put the blame on me, spin a twisted tale
Pretending you weren't the one who left me to fail
Now you're desperate for my love, a sudden plea
But your empty words ring hollow, a painful decree.",206
Charlie Puth,Done for Me,[Pre-Chorus: Kehlani & (Charlie Puth)],"I won't beg for your love
Won't say, ""Please"" (Oh, no, I won't say, ""Please"")
I won't fall to the ground on my knees (On my knees)
You know I've given this everything (Woah, oh)
Baby, honestly, (Baby, honestly), baby, honestly (Whoa), yeah",[Pre-Chorus],"Write the [Pre-Chorus] of a song titled ""Done for Me"" in the style of ""Charlie Puth"". Generate only 4 sentences.","Write the [Pre-Chorus] of a song titled ""Done for Me"" in the style of ""Charlie Puth"". Generate only 4 sentences.","Tears welling up in your eyes, a silent plea,
Memories of promises whispered under shady trees.
But your words were hollow, your love a fickle breeze,
Now you're desperate for me, but I'm out of your ease.",207
Charlie Puth,Done for Me,[Chorus: Charlie Puth],"I lie for you, baby
Die for you, baby
Cry for you, baby
But tell me what you've done for me
For you, baby
And only you, baby
The things I do, baby
But tell me what you've done for me",[Chorus],"Write the [Chorus] of a song titled ""Done for Me"" in the style of ""Charlie Puth"". Generate only 4 sentences.","Write the [Chorus] of a song titled ""Done for Me"" in the style of ""Charlie Puth"". Generate only 4 sentences.","You didn't love when you had me,
But now you need me so badly, it's hilarious.
You can't be serious, with your tears in your eyes.
That's hilarious, you're delirious, after all your lies.",208
Charlie Puth,Done for Me,[Post-Chorus: Charlie Puth],"(Tell me what you've done for me)
Oh, tell me what you've done for me
(Oh, tell me what you've done for me)
Oh, tell me what you've done for me",[Post-Chorus],"Write the [Post-Chorus] of a song titled ""Done for Me"" in the style of ""Charlie Puth"". Generate only 4 sentences.","Write the [Post-Chorus] of a song titled ""Done for Me"" in the style of ""Charlie Puth"". Generate only 4 sentences.","What are you whisperin', huh? (What are you whisperin'?)
What are you whisperin' to me?
Can't believe the secrets you keep,
Now it's time for the truth to sweep.",209
Charlie Puth,Done for Me,[Bridge: Charlie Puth with Kehlani],"Oh, yeah
You know I've given this everything
Baby, honestly
Tell me what you've done for me",[Bridge],"Write the [Bridge] of a song titled ""Done for Me"" in the style of ""Charlie Puth"". Generate only 4 sentences.","Write the [Bridge] of a song titled ""Done for Me"" in the style of ""Charlie Puth"". Generate only 4 sentences.","Am, am, am, yeah
This is what you wanted, oh
This is what you longed for, all along
Now you're left with me, singing this song.",210
