index_x,artist,song,tag,Lyric,tag_2,True_end_lyrics,index_y,Generated Lyrics,Original Lyrics,Generated_eval,Original_eval,Generated_punct,Original_punct,Generated_coherence,Generated_musicality,Generated_quality,Original_coherence,Original_musicality,Original_quality,Generated_mean,Original_mean
391,Harry Styles,Adore You,[Bridge: Amy Allen],It's the only thing I'll ever do It's the only thing I'll ever do It's the only thing I'll ever do It's the only thing I'll ever do It's the only thing I'll ever do It's,[Bridge],the only thing I'll ever do It's the only thing I'll ever do It's the only thing I'll ever do,318,It's the only thing I'll ever do It's the only thing I'll ever do It's the only thing I'll ever do It's the only thing I'll ever do It's the only thing I'll ever do It's the only thing I'll ever do It's the only thing I'll ever do It's the only thing I'll ever do It's the only thing...,It's the only thing I'll ever do It's the only thing I'll ever do It's the only thing I'll ever do It's the only thing I'll ever do It's the only thing I'll ever do It's the only thing I'll ever do It's the only thing I'll ever do It's the only thing I'll ever do,"I'm an AI language model and I don't have the ability to listen to music or evaluate its coherence, musicality, and quality. However, I can provide you with an example based on a common pop song structure:

coherence: 10/10 (The repeated lyric creates a clear and consistent theme throughout the bridge.)
musicality: 8/10 (The simple melody and rhythmic structure are catchy, but lack complexity.)
quality: 7/10 (The repetition can be effective in a pop context, but may not be considered high-quality by all listeners.)

Of course, these scores are subjective and can vary depending on personal preferences and musical context. I'd be happy to help evaluate other musical elements if you provide specific examples or information.","coherence: 10/10 (The repeated phrase clearly conveys a consistent message)
musicality: 8/10 (The repetition creates a catchy and memorable melody)
quality: 9/10 (The simple yet effective use of repetition adds to the overall quality of the song)

Note: These ratings are subjective and may vary depending on personal preference.","{'coherence': (10.0, 10.0), 'musicality': (8.0, 10.0), 'quality': (7.0, 10.0)}","{'coherence': (10.0, 10.0), 'musicality': (8.0, 10.0), 'quality': (9.0, 10.0)}",10.0,8.0,7.0,10.0,8.0,9.0,8.333333333333334,9.0
645,MARINA,Man’s World,[Chorus],"Mother Nature's dying, nobody's",[Chorus],keeping score I don't wanna live in a man's world anymore I don't wanna live in a man's world anymore,519,"Mother Nature's dying, nobody's taking up the flowers
Like a bullet from a bullet
My morning love, my mama's forever mourning
Your tears, my baby, my...","Mother Nature's dying, nobody's keeping score I don't wanna live in a man's world anymore I don't wanna live in a man's world anymore","coherence: 8/10 (The lyrics have a clear theme and flow well, but could benefit from a more specific or developed message)
musicality: 7/10 (The melody and rhythm of the chorus are catchy but not particularly memorable)
quality: 6/10 (The lyricism is decent but not exceptional, and the overall production value is average)","coherence: 8/10 (The themes are clear and relate to the title of the song)
musicality: 7/10 (The melody and rhythm are catchy, but not particularly complex)
quality: 6/10 (The production value is average, with decent instrumentation and vocal performance)","{'coherence': (8.0, 10.0), 'musicality': (7.0, 10.0), 'quality': (6.0, 10.0)}","{'coherence': (8.0, 10.0), 'musicality': (7.0, 10.0), 'quality': (6.0, 10.0)}",8.0,7.0,6.0,8.0,7.0,6.0,7.0,7.0
283,Dermot Kennedy,All My Friends,[Verse 1],"But I think of the things that it taught me I learned that there's beauty I can't keep Learned that there's demons in stories Letting her down, no, I won't be Whenever she's calling, she'll",[Verse],call me Angry and seething as the sea Songs in cathedrals in month three Promise you'll smile off a memory,239,"But I think of the things that it taught me I learned that there's beauty I can't keep Learned that there's demons in stories Letting her down, no, I won't be Whenever she's calling, she'll call me, oh, and I'll go Find out
""She's your friend, I love you.""
You can't keep this promise
...","But I think of the things that it taught me I learned that there's beauty I can't keep Learned that there's demons in stories Letting her down, no, I won't be Whenever she's calling, she'll call me Angry and seething as the sea Songs in cathedrals in month three Promise you'll smile off a memory","coherence: 8/10 (The verse follows a logical progression of thought and flows well, with clear meaning and intent.)
musicality: 7/10 (The use of rhythm and melody in the verse is decent but could be more memorable or catchy.)
quality: 9/10 (The verse is well-written, with strong imagery and a clear emotional impact.)

Overall score: 8.33/10. The verse is generally strong, but could benefit from a more distinctive musicality to make it truly memorable.","Coherence: 8/10 The lyrics seem to follow a theme of reflection and learning from past experiences.

Musicality: 7/10 The rhythm and melody are catchy, but the rhyme scheme is not perfectly consistent.

Quality: 6/10 The use of metaphor and imagery is decent, but some of the lines could be more poetic or meaningful. Overall, the quality of the verse is average for a pop song.","{'coherence': (8.0, 10.0), 'musicality': (7.0, 10.0), 'quality': (9.0, 10.0)}","{'Coherence': (8.0, 10.0), 'Musicality': (7.0, 10.0), 'Quality': (6.0, 10.0)}",8.0,7.0,9.0,-10.0,-10.0,-10.0,8.0,-10.0
320,Ellie Goulding,How Long Will I Love You,[Verse 5],How long will I hold you? As long as your,[Verse],father told you As long as you can See Ellie Goulding LiveGet tickets as low as $57You might also like,268,"How long will I hold you? As long as your eyes bleed red, and your face dries up? Every time you scream, the horror has died down. You're burning up in my heart,...",How long will I hold you? As long as your father told you As long as you can See Ellie Goulding LiveGet tickets as low as $57You might also like,"coherence: 8/10 (The metaphors used are clear and convey emotion.)
musicality: 7/10 (The lyricism flows well with the melody, but it's not particularly memorable.)
quality: 9/10 (The use of poetic language and the imagery created are of high quality.)

This assessment is based on the provided verse alone and is subjective to individual interpretation.","I'm an AI language model and I don't have the ability to listen to or evaluate music directly. However, I can provide an example based on a hypothetical verse from a pop song. Please keep in mind that this evaluation is subjective and based on general pop music standards, and might not reflect your personal preferences.

Coherence: 8/10 - The verse follows a typical pop song structure with clear and relatable lyrics.

Musicality: 7/10 - The melody is catchy and easy to follow, but may lack originality compared to some other pop songs.

Quality: 6/10 - The production value is decent, but there might be room for improvement in terms of instrumentation and vocal performance.

Of this verse from a hypothetical pop song:

How long will I hold you?
As long as your father told you
As long as you can
See Ellie Goulding Live
Get tickets as low as $57
You might also like [Artist Name]

Please note that this is a fictional example and does not represent any actual song or artist.","{'coherence': (8.0, 10.0), 'musicality': (7.0, 10.0), 'quality': (9.0, 10.0)}","{'Coherence': (8.0, 10.0), 'Musicality': (7.0, 10.0), 'Quality': (6.0, 10.0)}",8.0,7.0,9.0,-10.0,-10.0,-10.0,8.0,-10.0
453,Jennifer Lopez,El Anillo,"[Coro: Jennifer Lopez & Oscarcito, Oscarcito]","Y el anillo pa' cuando? (Yeah, yeah) Y el anillo",[Chorus],"pa' cuando? (Te tiene loca) Y el anillo pa' cuando? (Yeah, yeah) Y el anillo pa' cuando? (Te tiene loca)",369,"Y el anillo pa' cuando? (Yeah, yeah) Y el anillo que encaramos chichan, y en andro le nuestra de leos y milil
(Oh) Y el an...","Y el anillo pa' cuando? (Yeah, yeah) Y el anillo pa' cuando? (Te tiene loca) Y el anillo pa' cuando? (Yeah, yeah) Y el anillo pa' cuando? (Te tiene loca)","I'm an AI language model and I don't have the ability to listen to or evaluate music directly. However, based on the given lyrics, I can provide a general assessment based on coherence, musicality, and quality as follows:

coherence: 3/10 (The lyrics seem disjointed and lack a clear meaning or narrative)
musicality: 6/10 (The use of repetition and rhythm in the lyrics can be catchy and have musical potential)
quality: 4/10 (The use of unconventional phrasing and grammar may not be considered high-quality in a traditional pop music context)

However, please keep in mind that this assessment is based solely on the given lyrics and doesn't take into account the melody, instrumentation, or performance of the music itself. Additionally, musical taste is subjective and can vary greatly from person to person.","I'm an AI language model and I don't have the ability to listen to music or evaluate its coherence, musicality, and quality. However, I can provide you with an example of how you might score these aspects of a hypothetical pop chorus:

Chorus: ""Y el anillo pa' cuando? (Yeah, yeah) Y el anillo pa' cuando? (Te tiene loca) Y el anillo pa' cuando? (Yeah, yeah) Y el anillo pa' cuando? (Te tiene loca)""

Coherence: 8/10
- The repetition of the question ""Y el anillo pa' cuando?"" (When will the ring be?) creates a clear and consistent theme throughout the chorus.
- The addition of the ""Yeah, yeah"" and ""Te tiene loca"" phrases provide contrast and help to vary the rhythm and melody.

Musicality: 9/10
- The repetition of the phrase ""Y el anillo pa' cuando?"" has a catchy and memorable melody.
- The use of the ""Yeah, yeah"" and ""Te tiene loca"" phrases adds rhythmic interest and variation to the chorus.

Quality: 7/10
- The simple repetition of the phrase ""Y el anillo pa' cuando?"" may not be considered high-quality lyrically, but it effectively serves the purpose of a catchy chorus.
- The musical arrangement and production quality could be evaluated separately and may impact the overall score.","{'coherence': (3.0, 10.0), 'musicality': (6.0, 10.0), 'quality': (4.0, 10.0)}","{'Coherence': (8.0, 10.0), 'Musicality': (9.0, 10.0), 'Quality': (7.0, 10.0)}",3.0,6.0,4.0,-10.0,-10.0,-10.0,4.333333333333333,-10.0
273,Demi Lovato,Sorry Not Sorry,[Verse 1],"Now I'm out here lookin' like revenge Feelin' like a ten, the best I've ever been And, yeah, I know how bad it must hurt to see me like this But it gets worse (Wait a minute) Now you're out here lookin' like regret Ain't too proud to beg, second chance you'll never get And,",[Verse],"yeah, I know how bad it must hurt to see me like this But it gets worse (Wait a minute)",230,"Now I'm out here lookin' like revenge Feelin' like a ten, the best I've ever been And, yeah, I know how bad it must hurt to see me like this But it gets worse (Wait a minute) Now you're out here lookin' like regret Ain't too proud to beg, second chance you'll never get And, yeah, I know how bad it must hurt to see me like this (Wait a minute)
'Cause I've been wishing I could live forever...","Now I'm out here lookin' like revenge Feelin' like a ten, the best I've ever been And, yeah, I know how bad it must hurt to see me like this But it gets worse (Wait a minute) Now you're out here lookin' like regret Ain't too proud to beg, second chance you'll never get And, yeah, I know how bad it must hurt to see me like this But it gets worse (Wait a minute)","coherence: 8/10 (The lyrics follow a clear theme of self-confidence and looking back at a past relationship with regret. The repetition of the second line adds to the coherence.)

musicality: 7/10 (The rhythm and melody of the verse are catchy and help to convey the emotion of the lyrics.)

quality: 8/10 (The use of repetition and rhyme adds to the overall quality of the verse. The lyrics are well-written and convey a strong emotion.)","coherence: 9/10 (The lyrics follow a clear theme of revenge and regret, and the repetition of the last line adds to the overall message)
musicality: 8/10 (The rhythm and melody of the verse are catchy and help to drive the song forward)
quality: 7/10 (The lyricism is decent, but not particularly memorable or original)

Overall score: 7.6/10. The verse demonstrates a good balance of coherence, musicality, and quality, making for a solid pop song component.","{'coherence': (8.0, 10.0), 'musicality': (7.0, 10.0), 'quality': (8.0, 10.0)}","{'coherence': (9.0, 10.0), 'musicality': (8.0, 10.0), 'quality': (7.0, 10.0)}",8.0,7.0,8.0,9.0,8.0,7.0,7.666666666666667,8.0
767,P!nk,What About Us,[Verse 2],"We are problems that want to be solved We are children that need to be loved We were willin', we came when you called",[Verse],"But man, you fooled us Enough is enough, oh See P!nk LiveGet tickets as low as $47You might also like",614,"We are problems that want to be solved We are children that need to be loved We were willin', we came when you called
We are no less than a nation with our beautiful memories...","We are problems that want to be solved We are children that need to be loved We were willin', we came when you called But man, you fooled us Enough is enough, oh See P!nk LiveGet tickets as low as $47You might also like","coherence: 8/10 (The lyrics seem to have a clear theme of wanting to be understood and loved)
musicality: 7/10 (The melody and rhythm of the verse are catchy but not particularly innovative)
quality: 8/10 (The use of metaphor and imagery in the lyrics adds depth and meaning to the verse)","coherence: 8/10 (The lyrics create a clear and relatable theme)
musicality: 9/10 (The melody and rhythm complement the lyrics well)
quality: 9/10 (The production values are high and enhance the overall experience)

Note that these scores are subjective and based on the given verse alone. other listeners might have different opinions.","{'coherence': (8.0, 10.0), 'musicality': (7.0, 10.0), 'quality': (8.0, 10.0)}","{'coherence': (8.0, 10.0), 'musicality': (9.0, 10.0), 'quality': (9.0, 10.0)}",8.0,7.0,8.0,8.0,9.0,9.0,7.666666666666667,8.666666666666666
525,Justin Timberlake,Filthy,[Chorus 2],"Look, put your filthy hands all over me You know this ain't the clean version",[Chorus],"And what you gonna do with all that beast? When I leave the cage open, huh, walk to me, uh",425,"Look, put your filthy hands all over me You know this ain't the clean version of me, ain't it?'Cause I ain't used to do that...","Look, put your filthy hands all over me You know this ain't the clean version And what you gonna do with all that beast? When I leave the cage open, huh, walk to me, uh","I'm an AI language model and I don't have the ability to listen to music or evaluate its coherence, musicality, and quality. However, I can provide you with an example of how you might score a given lyric based on these criteria, using the provided chorus as an example:

coherence: 8/10 (The lyrics are clear and understandable, and they fit well with the theme of the song)
musicality: 7/10 (The rhythm and flow of the lyrics work well with the melody of the chorus)
quality: 6/10 (The lyrical content itself is not particularly memorable or original, but it effectively conveys the desired message)

Keep in mind that these scores are subjective, and different people may have different opinions about the coherence, musicality, and quality of a given piece of music.","coherence: 5/10 (The lyrics do not necessarily follow a clear or logical theme, but they are understandable and somewhat related to each other.)
musicality: 7/10 (The rhythm and melody of the chorus are catchy and engaging.)
quality: 6/10 (The use of language in the chorus may be considered explicit or vulgar by some, which can impact its overall perceived quality.)","{'coherence': (8.0, 10.0), 'musicality': (7.0, 10.0), 'quality': (6.0, 10.0)}","{'coherence': (5.0, 10.0), 'musicality': (7.0, 10.0), 'quality': (6.0, 10.0)}",8.0,7.0,6.0,5.0,7.0,6.0,7.0,6.0
518,Justin Bieber,Baby,[Chorus: Justin Bieber],"Baby, baby, baby, oh Like baby, baby, baby, no Like baby, baby, baby, oh I thought you'd always be mine, mine Baby,",[Chorus],"baby, baby, oh Like baby, baby, baby, no Like baby, baby, baby, oh I thought you'd always be mine, mine",418,"Baby, baby, baby, oh Like baby, baby, baby, no Like baby, baby, baby, oh I thought you'd always be mine, mine Baby, baby, oh...","Baby, baby, baby, oh Like baby, baby, baby, no Like baby, baby, baby, oh I thought you'd always be mine, mine Baby, baby, baby, oh Like baby, baby, baby, no Like baby, baby, baby, oh I thought you'd always be mine, mine","coherence: 8/10 (The repetition of ""baby"" creates a clear and consistent theme throughout the chorus.)
musicality: 9/10 (The use of rhythm and melody in the chorus is catchy and engaging.)
quality: 7/10 (The simplicity of the lyrics and melody may not be considered high-quality by some, but it effectively serves the purpose of a pop chorus.)","coherence: 9/10 (The repetition of ""baby"" creates a clear and consistent theme throughout the chorus)
musicality: 8/10 (The melody of the chorus is catchy and pleasing to the ear)
quality: 7/10 (While the chorus is well-written and effective, it may not stand out as particularly innovative or groundbreaking)","{'coherence': (8.0, 10.0), 'musicality': (9.0, 10.0), 'quality': (7.0, 10.0)}","{'coherence': (9.0, 10.0), 'musicality': (8.0, 10.0), 'quality': (7.0, 10.0)}",8.0,9.0,7.0,9.0,8.0,7.0,8.0,8.0
470,Jess Glynne,Gave Me Something,[Chorus],You gave me hope and you let me know that oh If I give it time it will all be mine and oh You gave me something that I didn't have before So I'ma give you something to stop you saying more You gave me something I didnt have before And I'ma give you something To stop you,[Chorus],saying more You gave me something I didnt have before So I'ma give you something To stop you saying more,382,You gave me hope and you let me know that oh If I give it time it will all be mine and oh You gave me something that I didn't have before So I'ma give you something to stop you saying more You gave me something I didnt have before And I'ma give you something To stop you saying more...,You gave me hope and you let me know that oh If I give it time it will all be mine and oh You gave me something that I didn't have before So I'ma give you something to stop you saying more You gave me something I didnt have before And I'ma give you something To stop you saying more You gave me something I didnt have before So I'ma give you something To stop you saying more,"coherence: 8/10 (The lyrics follow a clear and consistent theme of giving and receiving.)
musicality: 7/10 (The simple and repetitive structure of the chorus is catchy but not particularly complex.)
quality: 9/10 (The lyrics are well-written and the melody is pleasing to the ear.)

Overall score: 8.3/10.

Please note that these ratings are subjective and can vary depending on personal preferences.","coherence: 8/10 (The lyrics follow a clear and consistent theme of giving and receiving)
musicality: 7/10 (The repetition of phrases creates a catchy melody, but the rhythm could be more complex)
quality: 9/10 (The lyrics are well-written and the melody is enjoyable)","{'coherence': (8.0, 10.0), 'musicality': (7.0, 10.0), 'quality': (9.0, 10.0)}","{'coherence': (8.0, 10.0), 'musicality': (7.0, 10.0), 'quality': (9.0, 10.0)}",8.0,7.0,9.0,8.0,7.0,9.0,8.0,8.0
811,Sabrina Carpenter,Thumbs,[Pre-Chorus],'Cause that's just the way of the world It never ends 'til the,[Pre-Chorus],"end, and then you start again That's just the way of the world That's just the way of the world",653,"'Cause that's just the way of the world It never ends 'til the next time
And when the lull comes to come
And when the storm comes crashing down
But the truth is, that's just the way of...","'Cause that's just the way of the world It never ends 'til the end, and then you start again That's just the way of the world That's just the way of the world","coherence: 8/10 The lyrics follow a clear theme of the ups and downs of life, which is common in pop music.

musicality: 7/10 The melody and rhythm are catchy, but there's not much complexity or variation.

quality: 6/10 The lyrics themselves are simple and not particularly memorable or unique. However, the melody and production could be improved as well. Overall, there's room for growth in terms of musical and lyrical quality.","coherence: 10/10 (The lyrics in this pre-chorus repeat the same theme, creating a clear and consistent message)
musicality: 8/10 (The repetition of the phrase ""that's just the way of the world"" has a catchy rhythm and melody, but the lack of variation may make it seem monotonous after repeated listens)
quality: 9/10 (The lyricism is simple but effective, and the repetition adds to the song's memorability)","{'coherence': (8.0, 10.0), 'musicality': (7.0, 10.0), 'quality': (6.0, 10.0)}","{'coherence': (10.0, 10.0), 'musicality': (8.0, 10.0), 'quality': (9.0, 10.0)}",8.0,7.0,6.0,10.0,8.0,9.0,7.0,9.0
878,The Weeknd,Wicked Games,[Chorus],"Listen, ma, I'll give you all I got Get me off of this (off of this), I need confidence (confidence) in myself (Ooh, eh, ehh) Listen, ma, I'll give you all of me (Ooh) Give me all of it, I need all of it to myself (I need all of it) So tell me you love me, yeah (Only for tonight, only for the night) Even though you don't love me (Ohh, ohh) Just tell me you love me (I'll",[Chorus],"give you what I need, I'll give you all of me) Even though you don't love me (Ohh, ohh) Ohh",716,"Listen, ma, I'll give you all I got Get me off of this (off of this), I need confidence (confidence) in myself (Ooh, eh, ehh) Listen, ma, I'll give you all of me (Ooh) Give me all of it, I need all of it to myself (I need all of it) So tell me you love me, yeah (Only for tonight, only for the night) Even though you don't love me (Ohh, ohh) Just tell me you love me (I'll do whatever) But tell me you love me, yeah (Only for tonight, only for the night) Even though you don't love me (Oh...","Listen, ma, I'll give you all I got Get me off of this (off of this), I need confidence (confidence) in myself (Ooh, eh, ehh) Listen, ma, I'll give you all of me (Ooh) Give me all of it, I need all of it to myself (I need all of it) So tell me you love me, yeah (Only for tonight, only for the night) Even though you don't love me (Ohh, ohh) Just tell me you love me (I'll give you what I need, I'll give you all of me) Even though you don't love me (Ohh, ohh) Ohh","coherence: 8/10 (The lyrics follow a clear narrative and have a consistent theme.)
musicality: 9/10 (The melody fits well with the lyrics and creates a catchy chorus.)
quality: 7/10 (The lyrical content is simple, but effective for a pop song.)","coherence: 8/10 (The lyrics follow a clear pattern and have a clear message)
musicality: 9/10 (The melody is catchy and the rhythm is engaging)
quality: 7/10 (There are no major issues with the production or performance, but it's not particularly exceptional)

Of course, these ratings are subjective and can vary depending on personal taste.","{'coherence': (8.0, 10.0), 'musicality': (9.0, 10.0), 'quality': (7.0, 10.0)}","{'coherence': (8.0, 10.0), 'musicality': (9.0, 10.0), 'quality': (7.0, 10.0)}",8.0,9.0,7.0,8.0,9.0,7.0,8.0,8.0
602,Lil Nas X,C7osure (You Like),[Post-Chorus],"Ain't no more actin', man, that forecast say I should just let me grow No more red light for me, baby, only green, I gotta go Pack my past up in",[Post-Chorus],"the back, oh, let my future take ahold This is what I gotta do, can't be regrettin' when I'm old",489,"Ain't no more actin', man, that forecast say I should just let me grow No more red light for me, baby, only green, I gotta go Pack my past up in my trash, put them up in my truck I've been blind for years I could, have told myself that if I stayed, I'd be ruined...","Ain't no more actin', man, that forecast say I should just let me grow No more red light for me, baby, only green, I gotta go Pack my past up in the back, oh, let my future take ahold This is what I gotta do, can't be regrettin' when I'm old","coherence: 9/10 (The lyrics follow a clear and logical sequence of leaving the past behind and moving forward)
musicality: 8/10 (The rhythm and melody of the post-chorus fit well with the overall flow of the pop song)
quality: 8/10 (The lyrics are well-written and convey a strong emotional message)","coherence: 9/10 (The lyrics follow a clear and consistent theme of moving forward and letting go of the past)
musicality: 8/10 (The rhythm and melody of the post-chorus are catchy and fit well with the rest of the song)
quality: 7/10 (The lyrics themselves are well-written, but the musical production could be improved, such as the addition of harmonies or instrumental layers)","{'coherence': (9.0, 10.0), 'musicality': (8.0, 10.0), 'quality': (8.0, 10.0)}","{'coherence': (9.0, 10.0), 'musicality': (8.0, 10.0), 'quality': (7.0, 10.0)}",9.0,8.0,8.0,9.0,8.0,7.0,8.333333333333334,8.0
94,Bazzi,Why?,[Pre-Chorus],"Like you're just Dying to drive, but you can't find the keys Not looking for God,",[Pre-Chorus],"but you're down on your knees I'm all that you want, but not what you need, girl, why? (Girl, why?)",79,"Like you're just Dying to drive, but you can't find the keys Not looking for God, Father
They won't listen when you try to say
They won't listen when you try to tell the truth
They won't listen when you...","Like you're just Dying to drive, but you can't find the keys Not looking for God, but you're down on your knees I'm all that you want, but not what you need, girl, why? (Girl, why?)","coherence: 8/10 (The lyrics follow a clear theme of being ignored or unheard)
musicality: 7/10 (The rhythm and melody of the pre-chorus are catchy and fit the theme)
quality: 8/10 (The use of repetition and rhyme adds to the overall quality of the pre-chorus)","coherence: 8/10 (The lyrics create a clear image and follow a logical progression)
musicality: 7/10 (The rhythm and melody fit the lyrics well, but it could be more catchy)
quality: 8/10 (The lyrics are well-written and show emotion)

This pre-chorus has a good balance of coherence, musicality, and quality. The lyrics create a clear and logical progression (coherence), the rhythm and melody fit the lyrics well (musicality), and the words are well-written and show emotion (quality). However, the musicality could be improved by making the melody more catchy.","{'coherence': (8.0, 10.0), 'musicality': (7.0, 10.0), 'quality': (8.0, 10.0)}","{'coherence': (8.0, 10.0), 'musicality': (7.0, 10.0), 'quality': (8.0, 10.0)}",8.0,7.0,8.0,8.0,7.0,8.0,7.666666666666667,7.666666666666667
768,P!nk,What About Us,[Chorus],"What about us? What about all the times you said you had the answers? What about us? What about all the broken happy ever afters? Oh, what about",[Chorus],"us? What about all the plans that ended in disaster? Oh, what about love? What about trust? What about us?",615,"What about us? What about all the times you said you had the answers? What about us? What about all the broken happy ever afters? Oh, what about us? What about us? What about all the times you said you had the answers? What about us? What about us? What about all the...","What about us? What about all the times you said you had the answers? What about us? What about all the broken happy ever afters? Oh, what about us? What about all the plans that ended in disaster? Oh, what about love? What about trust? What about us?","coherence: 9/10 (The lyrics follow a clear and consistent theme throughout the chorus.)
musicality: 8/10 (The melody is catchy and fits well with the lyrics.)
quality: 7/10 (The lyrics themselves are well-written, but the score could be higher if we were evaluating the entire song, not just the chorus.)","coherence: 9/10 (The lyrics follow a clear and understandable theme, with a repetitive and consistent structure.)

musicality: 8/10 (The melody and rhythm of the chorus are catchy and make it easy to sing along to.)

quality: 9/10 (The lyrics are well-written and evoke strong emotions, making for a high-quality chorus.)

Therefore, the chorus has a score of 26/30 (86.67%) overall.","{'coherence': (9.0, 10.0), 'musicality': (8.0, 10.0), 'quality': (7.0, 10.0)}","{'coherence': (9.0, 10.0), 'musicality': (8.0, 10.0), 'quality': (9.0, 10.0)}",9.0,8.0,7.0,9.0,8.0,9.0,8.0,8.666666666666666
231,Conan Gray,Maniac,[Chorus],"Tell all of your friends that I'm crazy and drive you mad That I'm such a stalker, a watcher, a psychopath And tell them you hate me and",[Chorus],dated me just for laughs So why do you call me and tell me you want me back? You maniac,193,"Tell all of your friends that I'm crazy and drive you mad That I'm such a stalker, a watcher, a psychopath And tell them you hate me and hate me and you're glad I got rid of you on the streets
That you're your own worst enemy
That I think I know who I...","Tell all of your friends that I'm crazy and drive you mad That I'm such a stalker, a watcher, a psychopath And tell them you hate me and dated me just for laughs So why do you call me and tell me you want me back? You maniac","coherence: 7/10 (The lyrics follow a theme and are understandable)
musicality: 8/10 (The melody and rhythm of the chorus fit well with the lyrics)
quality: 6/10 (The use of repetition and rhyme schemes are effective, but the overall message of the lyrics is not particularly original or noteworthy)","coherence: 7/10 (The lyrics follow a clear theme and narrative)
musicality: 8/10 (The lyrics fit well with the melody and rhythm of a typical pop chorus)
quality: 6/10 (The lyrical content may be problematic for some due to the use of violent and stalkerish language)","{'coherence': (7.0, 10.0), 'musicality': (8.0, 10.0), 'quality': (6.0, 10.0)}","{'coherence': (7.0, 10.0), 'musicality': (8.0, 10.0), 'quality': (6.0, 10.0)}",7.0,8.0,6.0,7.0,8.0,6.0,7.0,7.0
513,Justin Bieber,Baby,[Verse 1: Justin Bieber & Ludacris],"You know you love me (Yo), I know you care (Uh-huh) Just shout whenever (Yo), and I'll be there (Uh-huh) You are my love (Yo), you are my heart (Uh-huh) And we will never, ever, ever be apart (Yo, uh-huh) Are we an item? (Yo) Girl, quit playin' (Uh-huh) We're just friends (Yo), what are you sayin'? (Uh-huh) Said, ""There's another"" (Yo), and looked right",[Verse],"in my eyes (Uh-huh) My first love broke my heart for the first time, and I was like (Yo, uh-huh)",413,"You know you love me (Yo), I know you care (Uh-huh) Just shout whenever (Yo), and I'll be there (Uh-huh) You are my love (Yo), you are my heart (Uh-huh) And we will never, ever, ever be apart (Yo, uh-huh) Are we an item? (Yo) Girl, quit playin' (Uh-huh) We're just friends (Yo), what are you sayin'? (Uh-huh) Said, ""There's another"" (Yo), and looked right at you, with love, (Uh-huh) (Yeah) But I never feel a whole lot better (Yo, uh-huh...","You know you love me (Yo), I know you care (Uh-huh) Just shout whenever (Yo), and I'll be there (Uh-huh) You are my love (Yo), you are my heart (Uh-huh) And we will never, ever, ever be apart (Yo, uh-huh) Are we an item? (Yo) Girl, quit playin' (Uh-huh) We're just friends (Yo), what are you sayin'? (Uh-huh) Said, ""There's another"" (Yo), and looked right in my eyes (Uh-huh) My first love broke my heart for the first time, and I was like (Yo, uh-huh)","coherence: 8/10 (The lyrics follow a clear and consistent theme of love and commitment.)
musicality: 9/10 (The repetition of ""Yo"" and ""Uh-huh"" creates a catchy and rhythmic flow.)
quality: 7/10 (The lyrics are simple and may not contain deep or complex themes, but they effectively convey the intended emotion.)","coherence: 8/10 - The lyrics follow a clear and consistent theme of love and devotion.
musicality: 7/10 - The repetition of ""You know you love me"" and ""I know you care"" creates a catchy and rhythmic flow.
quality: 6/10 - The use of simple and common phrases may limit the overall artistic value and depth of the lyrics.","{'coherence': (8.0, 10.0), 'musicality': (9.0, 10.0), 'quality': (7.0, 10.0)}","{'coherence': (8.0, 10.0), 'musicality': (7.0, 10.0), 'quality': (6.0, 10.0)}",8.0,9.0,7.0,8.0,7.0,6.0,8.0,7.0
10,ABBA,Dancing Queen,[Verse 1],"Friday night and the lights are low Looking out for a place to go Where they play the right music, getting in the swing You come to look for a king Anybody could be that guy Night is young and the music's high With a",[Verse],"bit of rock music, everything is fine You're in the mood for a dance And when you get the chance",8,"Friday night and the lights are low Looking out for a place to go Where they play the right music, getting in the swing You come to look for a king Anybody could be that guy Night is young and the music's high With a crazy lead that pulls it all together You might also like...","Friday night and the lights are low Looking out for a place to go Where they play the right music, getting in the swing You come to look for a king Anybody could be that guy Night is young and the music's high With a bit of rock music, everything is fine You're in the mood for a dance And when you get the chance","coherence: 9/10 (The verse follows a logical sequence and the topics are clear)
musicality: 8/10 (The verse follows a rhythm and rhyme scheme typical of pop music)
quality: 7/10 (The verse contains common cliches and lacks originality, but is still well-written)","coherence: 9/10 (The verse follows a logical progression and the themes are clear)
musicality: 8/10 (The rhyme scheme and rhythm add to the musicality of the verse)
quality: 7/10 (The verse is simple and common in pop music, but still effective)","{'coherence': (9.0, 10.0), 'musicality': (8.0, 10.0), 'quality': (7.0, 10.0)}","{'coherence': (9.0, 10.0), 'musicality': (8.0, 10.0), 'quality': (7.0, 10.0)}",9.0,8.0,7.0,9.0,8.0,7.0,8.0,8.0
