artist,song,source_lyrics,tag,true_end_lyrics,generated_lyrics,generated_end_lyrics,bleu_score,perplexity
Bebe Rexha,The Way I Are (Dance with Somebody),"I just wanna dance with somebody (Hey) But I could never ever dance like Bobby (Hey) You can dance, I'ma watch your body I just wanna stand right behind it (Ooh) I just want a chance with somebody (Yeah) Pop a couple xans with somebody (Yeah) Every time she dance it's exotic (Yeah) Throw a bunch of bands arms get tired (Aye) I'm the God I just want a goddess (Amen) Gotta use a bedroom for a closet (Amen) Got a whole bedroom, on the private (Bedroom) I know her body inside, out science (Woo) Kiss both boobs right before I sign 'em (Mwah) Can't dance but kinda grind 'em (Mwah) Yeah, I",[Verse],"be right behind her, spinal (Aye) We can turn this dance floor to a island (Yeah) You might also like","I just wanna dance with somebody (Hey) But I could never ever dance like Bobby (Hey) You can dance, I'ma watch your body I just wanna stand right behind it (Ooh) I just want a chance with somebody (Yeah) Pop a couple xans with somebody (Yeah) Every time she dance it's exotic (Yeah) Throw a bunch of bands arms get tired (Aye) I'm the God I just want a goddess (Amen) Gotta use a bedroom for a closet (Amen) Got a whole bedroom, on the private (Bedroom) I know her body inside, out science (Woo) Kiss both boobs right before I sign 'em (Mwah) Can't dance but kinda grind 'em (Mwah) Yeah, I guess we got to break 'em up
'Cause I'm too cool for me
'Cause I'm too cool for her (Chillin)"," guess we got to break 'em up
'Cause I'm too cool for me
'Cause I'm too cool for her (Chillin)",9.517017549617917e-232,13.832759857177734
Bebe Rexha,The Way I Are (Dance with Somebody),"I just wanna dance with somebody (Mula) I just wanna dance with somebody It could be anybody Tell me, are you that somebody? (Tunechi) Don't matter who you",[Chorus],are Just love me the way I are I just wanna dance with somebody I just wanna dance with somebody,"I just wanna dance with somebody (Mula) I just wanna dance with somebody It could be anybody Tell me, are you that somebody? (Tunechi) Don't matter who you are I just wanna dance with somebody (Mula) I just wanna dance with somebody", are I just wanna dance with somebody (Mula) I just wanna dance with somebody,1.0343276606355068e-231,63.58972930908203
Bebe Rexha,The Way I Are (Dance with Somebody),"Bloody noses, speeding cars (Aye) Lethal doses, desperate hearts Roll it up 'cause we so ill (Ooh) Heaven knows we love the thrill (Ooh) No, I don't wanna play the",[Bridge],"part (Yeah) I just wanna dance with somebody (Yeah; play the part) I just wanna dance with somebody (Aye, yeah)","Bloody noses, speeding cars (Aye) Lethal doses, desperate hearts Roll it up 'cause we so ill (Ooh) Heaven knows we love the thrill (Ooh) No, I don't wanna play the drums (Oh) No, I don't wanna dance (Oh)
(I can't believe that a thing's gonna make me cry)
"," drums (Oh) No, I don't wanna dance (Oh)
(I can't believe that a thing's gonna make me cry)
",9.893133360884868e-232,20.022323608398438
Bebe Rexha,The Way I Are (Dance with Somebody),"I just wanna dance with somebody (Mula) I just wanna dance with somebody It could be anybody Tell me, are you that somebody? (Tunechi) Don't matter who you are Just love me the way I are I just wanna dance with somebody I just wanna dance with somebody (Oh) I just wanna dance with somebody (Ooh, woah) I just wanna dance with somebody It could be anybody (Oh, woah) Tell me, are you that somebody? Don't matter who you are",[Chorus],(Woah) Just love me the way I are I just wanna dance with somebody I just wanna dance with somebody,"I just wanna dance with somebody (Mula) I just wanna dance with somebody It could be anybody Tell me, are you that somebody? (Tunechi) Don't matter who you are Just love me the way I are I just wanna dance with somebody I just wanna dance with somebody (Oh) I just wanna dance with somebody (Ooh, woah) I just wanna dance with somebody It could be anybody (Oh, woah) Tell me, are you that somebody? Don't matter who you are Just love me the way I am I just wanna dance with somebody (Oh, woah) I just wanna dance with somebody (Ooh, wo"," Just love me the way I am I just wanna dance with somebody (Oh, woah) I just wanna dance with somebody (Ooh, wo",9.958726787503715e-232,17.26038360595703
Becky Hill,My Heart Goes (La Di Da),"Late in the evening, I want ya I",[Pre-Chorus],"do what I got to, to feel you with me I already told you to hold me Already told ya","Late in the evening, I want ya I don't need you, or at least don't want to start hurting ya."," don't need you, or at least don't want to start hurting ya.",1.0244914152188952e-231,35.73851013183594
Becky Hill,My Heart Goes (La Di Da),"My heart goes La di da, da di da La di da, da di da La di da, da di da My heart goes La di da, da di da La di da, da di da La",[Chorus],"di da, da di da My heart goes See Becky Hill LiveGet tickets as low as $47You might also like","My heart goes La di da, da di da La di da, da di da La di da, da di da My heart goes La di da, da di da La di da, da di da La di da, da di da La di da, da di da La di da, da di da My heart goes La di da, da di da"," di da, da di da La di da, da di da La di da, da di da My heart goes La di da, da di da",8.920126462175827e-232,13.63859748840332
Becky Hill,My Heart Goes (La Di Da),Ooh-ooh-ooh-ooh-ooh-ooh-ooh I'm,[Drop],"deep in your love, deep in your love, ooh-ooh Ooh-ooh-ooh-ooh-ooh-ooh-ooh I'm deep in your love, deep in your love, ooh-ooh","Ooh-ooh-ooh-ooh-ooh-ooh-ooh I'm sorry, I'm so sorry (Oh-ooh-ooh-ooh-ooh-ooh-ooh-ooh-"," sorry, I'm so sorry (Oh-ooh-ooh-ooh-ooh-ooh-ooh-ooh-",6.752107625974243e-232,5.200406074523926
Becky Hill,My Heart Goes (La Di Da),"Late in the evening, I want ya I",[Pre-Chorus],"do what I got to, to feel you with me I already told you to hold me Already told ya","Late in the evening, I want ya I'm crazy (I know) ya've got me, feelin' mad when ya make it hard to talk","'m crazy (I know) ya've got me, feelin' mad when ya make it hard to talk",1.01730155760827e-231,49.5269775390625
Becky Hill,My Heart Goes (La Di Da),"My heart goes La di da, da di da La di da, da di da La di da, da di da My heart goes La",[Chorus],"di da, da di da La di da, da di da La di da, da di da My heart goes","My heart goes La di da, da di da La di da, da di da La di da, da di da My heart goes La di da, da di da La di da, da di da La di da, da di da My heart goes La di da, da di da"," di da, da di da La di da, da di da La di da, da di da My heart goes La di da, da di da",8.920126462175827e-232,13.63859748840332
Becky Hill,My Heart Goes (La Di Da),Ooh-ooh-ooh-ooh-ooh-ooh-ooh I'm,[Drop],"deep in your love, deep in your love, ooh-ooh Ooh-ooh-ooh-ooh-ooh-ooh-ooh I'm deep in your love, deep in your love, ooh-ooh","Ooh-ooh-ooh-ooh-ooh-ooh-ooh I'm sorry, guys. I said I was going to go for it, but I'm gonna find something else to make me feel better"," sorry, guys. I said I was going to go for it, but I'm gonna find something else to make me feel better",9.90511779637489e-232,13.973237037658691
Becky Hill,My Heart Goes (La Di Da),"My heart goes La di da, da di da La di da, da di da (I'm deep in your love) La di da, da di da (I'm deep in your love) My heart goes (Ooh-ooh-ooh-ooh-ooh-ooh-ooh) La di da, da di da La di da, da di",[Chorus],"da (I'm deep in your love) La di da, da di da (I'm deep in your love) My heart goes","My heart goes La di da, da di da La di da, da di da (I'm deep in your love) La di da, da di da (I'm deep in your love) My heart goes (Ooh-ooh-ooh-ooh-ooh-ooh-ooh) La di da, da di da La di da, da di da (I'm deep in your love) La di da, da di da (I'm deep in your love) La di da, da di"," da (I'm deep in your love) La di da, da di da (I'm deep in your love) La di da, da di",9.731016764397534e-232,12.151524543762207
Bee Gees,Tragedy,"Here I lie in a lost and lonely part of town Held in time in a world of tears, I slowly drown Going",[Verse],"home, I just can't make it all alone I really should be holding you, holding you Loving you, loving you","Here I lie in a lost and lonely part of town Held in time in a world of tears, I slowly drown Going to the games, a waiting game That's what it's all about Hold in time in a world of tears, I slowly drown
See the new"," to the games, a waiting game That's what it's all about Hold in time in a world of tears, I slowly drown
See the new",9.316104573795708e-232,94.83055114746094
Bee Gees,Tragedy,"Tragedy When the feeling's gone, and you can't go on, It's tragedy When the morning cries and you don't know why, it's hard to bear With no one to love you, you're going nowhere Tragedy When you lose control, and you got no soul, it's tragedy When",[Chorus],"the morning cries and you don't know why, it's hard to bear With no one beside you, you're going nowhere","Tragedy When the feeling's gone, and you can't go on, It's tragedy When the morning cries and you don't know why, it's hard to bear With no one to love you, you're going nowhere Tragedy When you lose control, and you got no soul, it's tragedy When the feeling's gone, and you can't go on, It's tragedy When the feeling's gone, and you can't go on, It's"," the feeling's gone, and you can't go on, It's tragedy When the feeling's gone, and you can't go on, It's",9.571576958105336e-232,16.49652099609375
Bee Gees,Tragedy,"Night and day, there's a burning down inside of me, ah Burning love with a yearning that won't let me be Down I go,",[Verse],"and I just can't take it all alone I really should be holding you, holding you Loving you, loving you","Night and day, there's a burning down inside of me, ah Burning love with a yearning that won't let me be Down I go, I'm Burned Down by Feeling Tired, Burned down, Burning Up with Time to Go, I'm Burned Down by Feeling I'm"," I'm Burned Down by Feeling Tired, Burned down, Burning Up with Time to Go, I'm Burned Down by Feeling I'm",9.5489221792564e-232,25.03093719482422
Bee Gees,Tragedy,"Tragedy When the feeling's gone, and you can't go on, It's tragedy When the morning cries and you don't know why, it's hard to bear With no one to love you, you're going nowhere Tragedy When you lose control, and you got no soul, it's tragedy When the morning cries and you",[Chorus],"don't know why, it's hard to bear With no one beside you, you're going nowhere Ah You might also like","Tragedy When the feeling's gone, and you can't go on, It's tragedy When the morning cries and you don't know why, it's hard to bear With no one to love you, you're going nowhere Tragedy When you lose control, and you got no soul, it's tragedy When the morning cries and you don't know why, it's hard to bear With no one to love you, you're going nowhere

Loading..."," don't know why, it's hard to bear With no one to love you, you're going nowhere

Loading...",8.796377678215576e-232,45.74911117553711
Bee Gees,Tragedy,"Tragedy When the feeling's gone, and you can't go on, it's tragedy When the morning cries and you don't know why, it's hard to bear With no one to love you, you're going nowhere Ah, tragedy When you lose control, and you got no soul, it's tragedy When the morning cries and you don't know why, it's hard to bear With no one beside you, you're going nowhere Ah, tragedy When the feeling's gone, and you can't go on, it's tragedy When the morning cries and you don't know why, it's hard to bear With no one to love you, you're going nowhere Ah, tragedy When you lose control, and you got no soul, it's tragedy When the morning cries and you don't know why, it's hard to bear With no one beside you, you're going nowhere Ah, tragedy When the feeling's gone, and you can't go on, it's tragedy When the morning cries",[Outro],"and you don't know why, it's hard to bear With no one to love you, you're going nowhere Ah, tragedy","Tragedy When the feeling's gone, and you can't go on, it's tragedy When the morning cries and you don't know why, it's hard to bear With no one to love you, you're going nowhere Ah, tragedy When you lose control, and you got no soul, it's tragedy When the morning cries and you don't know why, it's hard to bear With no one beside you, you're going nowhere Ah, tragedy When the feeling's gone, and you can't go on, it's tragedy When the morning cries and you don't know why, it's hard to bear With no one to love you, you're going nowhere Ah, tragedy When you lose control, and you got no soul, it's tragedy When the morning cries and you don't know why, it's hard to bear With no one beside you, you're going nowhere Ah, tragedy When the feeling's gone, and you can't go on, it's tragedy When the morning cries and you don't know why, it's hard to bear With no one to love you, you're going nowhere

""I'll find you"," and you don't know why, it's hard to bear With no one to love you, you're going nowhere

""I'll find you",8.928691163795855e-232,28.385896682739258
Black Eyed Peas,Let’s Get Retarded,"Let's get retarded in here And the bass keeps runnin', runnin' and runnin',",[Intro],"runnin' And runnin', runnin' and runnin', runnin' And runnin', runnin' and runnin', runnin' And runnin', runnin' and runnin', runnin' and","Let's get retarded in here And the bass keeps runnin', runnin' and runnin', runnin'
Oh yeah, hey, baby
Oh yeah, hey, baby
Yeah, hey, baby"," runnin'
Oh yeah, hey, baby
Oh yeah, hey, baby
Yeah, hey, baby",9.708517153143004e-232,7.637350559234619
Black Eyed Peas,Let’s Get Retarded,"In this context, there's no disrespect So when I bust my rhyme, you break yo necks We got five minutes for us to disconnect From all intellect and let the rhythm effect Obstacles are inefficient, follow your intuition Free your inner soul and break away from tradition 'Cause when we be out, girlies pull they weave out You wouldn't believe how we wow shit",[Verse],"out Burn it 'til it's burned out, turn it 'til it's turned out Act up from north, west, east, south","In this context, there's no disrespect So when I bust my rhyme, you break yo necks We got five minutes for us to disconnect From all intellect and let the rhythm effect Obstacles are inefficient, follow your intuition Free your inner soul and break away from tradition 'Cause when we be out, girlies pull they weave out You wouldn't believe how we wow shit You won't believe how the crowd sticks to their guns 'Cause when I'm on the phone, I hear the women call me
'Miss my"," You won't believe how the crowd sticks to their guns 'Cause when I'm on the phone, I hear the women call me
'Miss my",9.316104573795708e-232,32.749267578125
Black Eyed Peas,Let’s Get Retarded,"Everybody (Yeah),",[Pre-Chorus],"everybody (Yeah) Just get into it (Yeah), get stupid (Come on) Get retarded (Come on), get retarded (Yeah) Get retarded","Everybody (Yeah), you, on your naps
She ain't going back to be
'Cause you needn't be
If you don't wanna be,"," you, on your naps
She ain't going back to be
'Cause you needn't be
If you don't wanna be,",9.257324954728539e-232,26.7432804107666
Black Eyed Peas,Let’s Get Retarded,Let's get retarded (Hah) Let's get retarded in here Let's get retarded (Hah) Let's get retarded in here Let's get retarded (Hah) Let's get retarded in here Let's get retarded,[Chorus],"(Hah) Let's get retarded in here, yeah See Black Eyed Peas LiveGet tickets as low as $43You might also like",Let's get retarded (Hah) Let's get retarded in here Let's get retarded (Hah) Let's get retarded in here Let's get retarded (Hah) Let's get retarded in here Let's get retarded (Hah) Let's get retarded in here Let's get retarded (Hah) Let's get retarded in here Let's get retarded (H, (Hah) Let's get retarded in here Let's get retarded (Hah) Let's get retarded in here Let's get retarded (H,8.470418735384139e-232,9.718714714050293
Black Eyed Peas,Let’s Get Retarded,"Lose control of body and soul Don't move too fast, people, just take it slow Don't get ahead, just jump into it Y'all hear about it, the Peas will do it Get started, get stupid Don't worry about it, people, we'll walk you through it Step by step like an infant new kid",[Verse],Inch by inch with the new solution Transmit hits with no delusion The feeling's irresistible and that's how we movin',"Lose control of body and soul Don't move too fast, people, just take it slow Don't get ahead, just jump into it Y'all hear about it, the Peas will do it Get started, get stupid Don't worry about it, people, we'll walk you through it Step by step like an infant new kid Don't get embarrassed, you'll always be like that, you're that, like that Don't take it easy, baby, just take it slow"," Don't get embarrassed, you'll always be like that, you're that, like that Don't take it easy, baby, just take it slow",8.991089726719026e-232,24.383485794067383
Black Eyed Peas,Let’s Get Retarded,"(Yo) Everybody (Yeah), everybody",[Pre-Chorus],"(Yeah) Just get into it (Yeah) and get stupid (Come on) Get retarded (Come on), get retarded (Yeah) Get retarded","(Yo) Everybody (Yeah), everybody (Yeah) yeah (Yeah) yeah (Yeah) yeah (Yeah) yeah (Yeah) yeah (Yeah) yeah (Yeah) yeah (Yeah", (Yeah) yeah (Yeah) yeah (Yeah) yeah (Yeah) yeah (Yeah) yeah (Yeah) yeah (Yeah) yeah (Yeah,9.257324954728539e-232,2.4883670806884766
Black Eyed Peas,Let’s Get Retarded,Let's get retarded (Hah) Let's get retarded in here Let's get retarded (Hah) Let's get retarded in,[Chorus],"here Let's get retarded (Hah) Let's get retarded in here Let's get retarded (Hah) Let's get retarded in here, yeah",Let's get retarded (Hah) Let's get retarded in here Let's get retarded (Hah) Let's get retarded in here Let's get retarded (Hah) Let's get retarded in here Let's get retarded in here Let's get retarded in here Let's get, here Let's get retarded (Hah) Let's get retarded in here Let's get retarded in here Let's get retarded in here Let's get,8.213995906107026e-232,10.936380386352539
Black Eyed Peas,Let’s Get Retarded,"(And the bass keeps runnin', runnin' and runnin', runnin') C'mon y'all, let's get coo-koo, uh-huh, let's get coo-koo in here Wild out, get coo-koo, uh-huh, let's get coo-koo in here Wild out, get coo-koo, uh-huh, let's get coo-koo in",[Post-Chorus],"here (Oh, oh, oh) Ya, ya, ya, ya, ya, ya, ya, ya, ya, ya, ya, ya, ya, ya, ya, ya","(And the bass keeps runnin', runnin' and runnin', runnin') C'mon y'all, let's get coo-koo, uh-huh, let's get coo-koo in here Wild out, get coo-koo, uh-huh, let's get coo-koo in here Wild out, get coo-koo, uh-huh, let's get coo-koo in here Wild out, get coo-koo, uh-huh, let's get coo-koo in here Wild out, get"," here Wild out, get coo-koo, uh-huh, let's get coo-koo in here Wild out, get",7.337741777064293e-232,29.094154357910156
Black Eyed Peas,Let’s Get Retarded,"Let's get ill, that's the deal At the gate and we'll bring the thugged out drill (Just) Lose your mind, this is the time Y'all can't stand still, trust and bang your spine (Just) Bob your head like epilepsy Up inside the club or in your Bentley Get messy, loud and sick You mind",[Verse],"pass normal on another head trip (So) Come them now, do not correct it Let's get ign'ant, let's get hectic","Let's get ill, that's the deal At the gate and we'll bring the thugged out drill (Just) Lose your mind, this is the time Y'all can't stand still, trust and bang your spine (Just) Bob your head like epilepsy Up inside the club or in your Bentley Get messy, loud and sick You mind this, we just can't handle it, don't you? (Gave) Look what we got, just take it out, go f—"," this, we just can't handle it, don't you? (Gave) Look what we got, just take it out, go f—",9.231787263313528e-232,38.08264923095703
Black Eyed Peas,Let’s Get Retarded,"Everybody (Yeah),",[Pre-Chorus],"everybody (Yeah) Just get into it (Yeah), get stupid (Come on) Get retarded (Come on), get retarded (Yeah) Get retarded","Everybody (Yeah), they're almost as out there as you can be
They want a shot at it, they've got everything that you need
They want to go"," they're almost as out there as you can be
They want a shot at it, they've got everything that you need
They want to go",8.972141065609098e-232,20.10102081298828
Black Eyed Peas,Let’s Get Retarded,Let's get retarded (Hah) Let's get retarded in here Let's get retarded (Hah) Let's get retarded in here (R-e-t-a-r-d-e-d) Let's get retarded,[Chorus],"(Hah) Let's get retarded in here Let's get retarded (Hah) Let's get retarded in here, yeah (Whoa, whoa, whoa, whoa)",Let's get retarded (Hah) Let's get retarded in here Let's get retarded (Hah) Let's get retarded in here (R-e-t-a-r-d-e-d) Let's get retarded (Hah) Let's get retarded (Hah) Let's get retarded (Hah) Let's get retarded (Hah) Let's, (Hah) Let's get retarded (Hah) Let's get retarded (Hah) Let's get retarded (Hah) Let's,8.920126462175827e-232,5.419859409332275
Black Eyed Peas,Let’s Get Retarded,"Get coo-koo, uh-huh, we coo-koo in here Let's get coo-koo, uh-huh, we coo-koo in here (R-e-t-a-r-d-e-d) Get coo-koo, uh-huh, we coo-koo in here (Oh, oh, oh)",[Post-Chorus],"(Come on and say) Ya, ya, ya, ya, ya, ya, ya, ya, ya, ya, ya, ya, ya, ya, ya, ya","Get coo-koo, uh-huh, we coo-koo in here Let's get coo-koo, uh-huh, we coo-koo in here (R-e-t-a-r-d-e-d) Get coo-koo, uh-huh, we coo-koo in here (Oh, oh, oh) Get coo-koo, uh-huh, we coo-koo in here (Oh, oh, oh) Get coo"," Get coo-koo, uh-huh, we coo-koo in here (Oh, oh, oh) Get coo",6.518923202947529e-232,22.92264175415039
Boyce Avenue,Heaven,"Oh, thinkin' about all our younger years There was only you and me We were young and wild and free Now nothin' can take you",[Verse],away from me We've been down that road before But that's over now You keep me comin' back for more,"Oh, thinkin' about all our younger years There was only you and me We were young and wild and free Now nothin' can take you back That only means one thing If you can't take me back
But I know that you and me, we're kids And we might not always"," back That only means one thing If you can't take me back
But I know that you and me, we're kids And we might not always",1.0024464526239052e-231,36.43944549560547
Boyce Avenue,Heaven,Baby you're all that I want When you're lyin' here in my arms I'm findin' it hard to believe We're in heaven And love is all,[Chorus],that I need And I found it there in your heart It isn't too hard to see We're in heaven,"Baby you're all that I want When you're lyin' here in my arms I'm findin' it hard to believe We're in heaven And love is all we need At the end of the day
When you're lyin' here in my arms I'm findin' it hard to believe We're"," we need At the end of the day
When you're lyin' here in my arms I'm findin' it hard to believe We're",9.347651015737196e-232,31.013933181762695
Boyce Avenue,Heaven,"Oh, once in your life you find someone Who will turn your world around Bring you up when you're feelin' down Yeah, nothin' could change what you mean to me Oh, there's lots that I could say But just hold me",[Verse],now Cause our love will light the way See Boyce Avenue LiveGet tickets as low as $47You might also like,"Oh, once in your life you find someone Who will turn your world around Bring you up when you're feelin' down Yeah, nothin' could change what you mean to me Oh, there's lots that I could say But just hold me in and put my finger down, okay?
(Playing Popeye)"," in and put my finger down, okay?
(Playing Popeye)",1.0244914152188952e-231,70.54924011230469
Boyce Avenue,Heaven,Baby you're all that I want When you're lyin' here in my arms I'm findin' it hard to believe We're in heaven And love is all,[Chorus],that I need And I found it there in your heart It isn't too hard to see We're in heaven,"Baby you're all that I want When you're lyin' here in my arms I'm findin' it hard to believe We're in heaven And love is all I want And all I ever want
Am I seein' you as shit?"," I want And all I ever want
Am I seein' you as shit?",1.2064448882743937e-231,63.82920837402344
Boyce Avenue,Heaven,I've been waitin' for so long For somethin' to arrive For love to come along Now,[Bridge],"our dreams are comin' true Through the good times and the bad Yeah, I'll be standin' there by you Ohhhh","I've been waitin' for so long For somethin' to arrive For love to come along Now where can I find it? I could be your...insect, cat, honey Bee! There's no better way to celebrate!
Baby,"," where can I find it? I could be your...insect, cat, honey Bee! There's no better way to celebrate!
Baby,",1.012071042130996e-231,37.812435150146484
Boyce Avenue,Heaven,Baby you're all that I want When you're lyin' here in my arms I'm findin' it hard to believe We're in heaven And love is all that I,[Chorus],need And I found it there in your heart It isn't too hard to see We're in heaven Heaven wooo-ohhh,"Baby you're all that I want When you're lyin' here in my arms I'm findin' it hard to believe We're in heaven And love is all that I'm findin'
Hear me when you're lyin' here in my arms
I'm findin' it hard to believe","'m findin'
Hear me when you're lyin' here in my arms
I'm findin' it hard to believe",9.446623638935716e-232,21.741666793823242
Britney Spears,Work Bitch,You want a hot body? You want a Bugatti? You want a Maserati? You better work bitch You want a Lamborghini? Sip martinis? Look hot in a bikini? You better work bitch You wanna live fancy? Live in a big,[Chorus],mansion? Party in France? You better work bitch You better work bitch You better work bitch You better work bitch,You want a hot body? You want a Bugatti? You want a Maserati? You better work bitch You want a Lamborghini? Sip martinis? Look hot in a bikini? You better work bitch You wanna live fancy? Live in a big city? Play like a stripper? Live in a bank? Play like a house of cards? Live in a nightclub? Live in a baby daddy, city? Play like a stripper? Live in a bank? Play like a house of cards? Live in a nightclub? Live in a baby daddy,8.726094729337945e-232,30.42764663696289
Britney Spears,Work Bitch,"Bring it on, ring the alarm Don't stop now, just be the champion Work it hard like it's your profession Watch out now, 'cause here it comes Here comes the smasher Here comes the master Here comes the big beat Big beat to blast ya No time to",[Verse],quit now Just time to get it now Pick up what I'm puttin' down Pick up what I'm puttin' down,"Bring it on, ring the alarm Don't stop now, just be the champion Work it hard like it's your profession Watch out now, 'cause here it comes Here comes the smasher Here comes the master Here comes the big beat Big beat to blast ya No time to turn the heat on 'round What would you want? What would you want?", turn the heat on 'round What would you want? What would you want?,1.0003688322288243e-231,38.33161544799805
Britney Spears,Work Bitch,You want a hot body? You want a Bugatti? You want a Maserati? You better work bitch You want a Lamborghini? Sip martinis? Look hot in a bikini? You better work bitch You wanna live fancy? Live in a big,[Chorus],mansion? Party in France? You better work bitch You better work bitch You better work bitch You better work bitch,"You want a hot body? You want a Bugatti? You want a Maserati? You better work bitch You want a Lamborghini? Sip martinis? Look hot in a bikini? You better work bitch You wanna live fancy? Live in a big room, have a wife? You want a Kia machine? Get over it. Come on, look sexy in a bikini! Fucking train!"," room, have a wife? You want a Kia machine? Get over it. Come on, look sexy in a bikini! Fucking train!",9.301939861137233e-232,75.3448715209961
Britney Spears,Work Bitch,"Break it up, break it down See me comin' you can hear my sound Tell somebody in your town Spread the word, spread the word Go call the police Go call the governor I bring the treble Don't mean to trouble ya",[Verse],I make it bubble up Call me the bubbler I am the bad bitch The bitch that you're lovin' up,"Break it up, break it down See me comin' you can hear my sound Tell somebody in your town Spread the word, spread the word Go call the police Go call the governor I bring the treble Don't mean to trouble ya' but ya' didn't say go hit the shit outta me uh HIGHLY recommend ya' me, advice ya' Pick a book","' but ya' didn't say go hit the shit outta me uh HIGHLY recommend ya' me, advice ya' Pick a book",9.467057726823756e-232,75.36589050292969
Britney Spears,Work Bitch,"Hold your head high Fingers to the sky They gon' try and try ya, but they can't deny ya Keep it moving higher, and higher Keep it moving higher, and higher So hold your head high Fingers to the sky Now they don't believe",[Bridge],"ya, but they gonna need ya Keep it moving higher and higher Keep it moving higher and higher and higher","Hold your head high Fingers to the sky They gon' try and try ya, but they can't deny ya Keep it moving higher, and higher Keep it moving higher, and higher So hold your head high Fingers to the sky Now they don't believe it is you anymore Keep it moving higher, and higher Keep it moving higher, and higher Keep it moving higher, and higher Keep it moving higher,"," it is you anymore Keep it moving higher, and higher Keep it moving higher, and higher Keep it moving higher, and higher Keep it moving higher,",7.878015215704787e-232,10.689229965209961
Britney Spears,Work Bitch,"Work, work, work, work Work, work, work, work Work, work, work, work Work, work, work, work Work it out, work it out, work it out, work it out Work it out, work it out, work it out, work",[Post-Bridge],"it out Work it out, work it out, work it out, work it out Work it out, work it out","Work, work, work, work Work, work, work, work Work, work, work, work Work, work, work, work Work it out, work it out, work it out, work it out Work it out, work it out, work it out, work it out, work it out, Work it out, work it out, work it out, work it out, work it out, Work it out"," it out, work it out, Work it out, work it out, work it out, work it out, work it out, Work it out",5.7903098553232356e-232,4.865150451660156
Bruno Mars,Talking to the Moon,"I know you're somewhere out there Somewhere far away I want you back, I",[Verse],"want you back My neighbors think I'm crazy But they don't understand You're all I had, you're all I had","I know you're somewhere out there Somewhere far away I want you back, I know that you'll love me back And I know that you'll love me back
And I know that you'll love me back
And I know"," know that you'll love me back And I know that you'll love me back
And I know that you'll love me back
And I know",9.93662070938242e-232,5.217219352722168
Bruno Mars,Talking to the Moon,Talking to the moon Tryna get to you In hopes you're on,[Chorus],"the other side talking to me, too Or am I a fool who sits alone talking to the moon? Oh","Talking to the moon Tryna get to you In hopes you're on your way Down with that head?'
'Yes, I do,' the man said, 'but I'm way to distant tonight.'
'That"," your way Down with that head?'
'Yes, I do,' the man said, 'but I'm way to distant tonight.'
'That",1.0296788793467617e-231,32.05204391479492
Bruno Mars,Talking to the Moon,"I'm feeling like I'm famous, the talk of the town They say I've gone mad Yeah, I've gone mad But they don't know what I know 'Cause when the sun goes down",[Verse],"Someone's talkin' back Yeah, they're talkin' back, oh See Bruno Mars LiveGet tickets as low as $116You might also like","I'm feeling like I'm famous, the talk of the town They say I've gone mad Yeah, I've gone mad But they don't know what I know 'Cause when the sun goes down
'Cause I'm making you feel a little better","
'Cause I'm making you feel a little better",1.1134712866512498e-231,16.511735916137695
Bruno Mars,Talking to the Moon,Talking to the moon Tryna get to you In hopes you're,[Chorus],"on the other side talking to me, too Or am I a fool who sits alone talking to the moon?","Talking to the moon Tryna get to you In hopes you're not lonely
Maybe you don't know how much I love you
It's kinda hard to ignore all these loving and sweet words"," not lonely
Maybe you don't know how much I love you
It's kinda hard to ignore all these loving and sweet words",9.439523578573714e-232,26.29267692565918
Bruno Mars,Talking to the Moon,"'Cause every night, I'm talking to the moon Still tryna get to you In hopes you're on",[Chorus],"the other side talking to me, too Or am I a fool who sits alone talking to the moon? Oh","'Cause every night, I'm talking to the moon Still tryna get to you In hopes you're on my mind? Oh, hey, you wanna know that I love you, it's the way I've always done it In the small town, the"," my mind? Oh, hey, you wanna know that I love you, it's the way I've always done it In the small town, the",9.834278082278139e-232,26.454843521118164
Calum Scott,Heaven,I used to count the stars in the sky Now I count the ones in your eyes I used to think that my paradise Was somewhere waiting on the other side But,[Verse],"you, ooh-ooh Take me higher than I've been Laying hands on my skin It's true, ooh-ooh Nothing compares to you","I used to count the stars in the sky Now I count the ones in your eyes I used to think that my paradise Was somewhere waiting on the other side But now I hate to even call it'my paradise'
(Find me, search for me)"," now I hate to even call it'my paradise'
(Find me, search for me)",1.0436490795080227e-231,124.74569702148438
Calum Scott,Heaven,"So tell me why, what good is life If we're all just waiting to dance in the sky? I'm already there, here in your eyes We climb the gates every time that you lie down nxt to me I rest in peac, they say it's",[Chorus],"better, but how could that be? If everyone had a love like us They wouldn't call that place above, ""Heaven""","So tell me why, what good is life If we're all just waiting to dance in the sky? I'm already there, here in your eyes We climb the gates every time that you lie down nxt to me I rest in peac, they say it's just a happy ending
If we all just wait to dance in the sky, they say it's just a happy ending
So tell me why,"," just a happy ending
If we all just wait to dance in the sky, they say it's just a happy ending
So tell me why,",9.129607124004822e-232,31.229005813598633
