artist,song,tag,content,tag_2
Conan Gray,Crush Culture,[Chorus],"Crush culture makes me wanna spill my guts out
I know what you're doing, tryna get me to pursue ya
Crush culture makes me wanna spill my guts out
Spill my guts out, spill my guts out",[Chorus]
Conan Gray,Crush Culture,[Chorus],"Crush culture makes me wanna spill my guts out
I know what you're doing, tryna get me to pursue ya
Crush culture makes me wanna spill my guts out
Spill my guts out, spill my guts out",[Chorus]
Conan Gray,Crush Culture,[Pre-Chorus],"I don't care what you're saying
I don't wanna participate in your game of manipulation (Crush)
And no, I don't want your sympathy, all this love is suffocating
Just let me be sad and lonely
'Cause",[Pre-Chorus]
Conan Gray,Crush Culture,[Verse 1],"My God, don't look at your phone
No one's gonna call you
Quit checking your volume (Crush)
I don't care if I'm forever alone
I'm not falling for you
'Cause this baby is loveproof (Culture)",[Verse ]
Conan Gray,Crush Culture,[Chorus],"Crush culture makes me wanna spill my guts out
I know what you're doing, tryna get me to pursue ya
Crush culture makes me wanna spill my guts out
Spill my guts out, spill my guts out
Crush culture makes me wanna spill my guts out
I know what you're doing, tryna get me to pursue ya
Crush culture makes me wanna spill my guts out
Spill my guts out, spill my guts out",[Chorus]
Conan Gray,Crush Culture,[Pre-Chorus],"I don't care what you're saying
I don't wanna participate in your game of manipulation (Crush)
And no, I don't want your sympathy, all this love is suffocating
Just let me be sad and lonely
'Cause",[Pre-Chorus]
Conan Gray,Crush Culture,[Intro],Crush culture,[Intro]
Conan Gray,Family Line,[Chorus],"Scattered 'cross my family line
I'm so good at telling lies
That came from my mother's side
Told a million to survive
Scattered 'cross my family line
God, I have my father's eyes
But my sister's when I cry
I can run, but I can't hide
From my family line",[Chorus]
Conan Gray,Family Line,[Bridge],"Oh-oh
All that I did to try to undo it
All of my pain and all your excuses
I was a kid, but I wasn't clueless
(Someone who loves you wouldn't do this)
All of my past, I tried to erase it
But now I see, would I even change it?
Might share a face and share a last name but
(We are not the same, same)",[Bridge]
Conan Gray,Family Line,[Post-Chorus],From my family line,[Post-Chorus]
Conan Gray,Family Line,[Chorus],"Scattered 'cross my family line
I'm so good at telling lies
That came from my mother's side
Told a million to survive
Scattered 'cross my family line
God, I have my father's eyes
But my sister's when I cry
I can run, but I can't hide
From my family line",[Chorus]
Conan Gray,Generation Why,[Chorus],"'Cause we are the helpless, selfish, one of a kind
Millennium kids, that all wanna die
Walking in the street with no light inside our eyes
We are the worthless, cursed with too much time
We get into trouble and lose our minds
Something that I've heard a million times in my life
Generation Why
See Conan Gray LiveGet tickets as low as $26You might also like",[Chorus]
Conan Gray,Generation Why,[Pre-Chorus],"This town don't got much to do
And you and I haven't got much to lose
So do you wanna rot in your room like we always do?
Talk about how fast we grew
And all the big dreams that we won't pursue
Then get in your car and laugh 'til we both turn blue",[Pre-Chorus]
Conan Gray,Generation Why,[Verse 2],"Parents think we're fast asleep
But as soon as we're home we're sneaking out the window
'Cause at this rate of earth decay
Our world's ending at noon
Could we all just move to the moon?",[Verse ]
Conan Gray,Generation Why,[Chorus],"We are the helpless, selfish, one of a kind
Millennium kids, that all wanna die
Walking in the street with no light inside our eyes
We are the worthless, cursed with too much time
We get into trouble and lose our minds
Something that I've heard a million times in my life
Generation why",[Chorus]
Conan Gray,Generation Why,[Outro],"Why, why, why, why, why, why, why, why, why (Why)
Why, why, why, why, why, why, why, why, why (Why)
Why, why, why, why, why, why, why, why, why (Why)
Why, why, why, why, why, why, why, why, why (Why)",[Outro]
Conan Gray,Generation Why,[Verse 1],"I was off keying cars parked on radium lawns
By suburbian moms
I called a friend, ""Let's meet at ten""
Go wherever we want
'Cause no one cares that we're gone",[Verse ]
Conan Gray,Generation Why,[Bridge],"(Why, why, why, why, why, why, why, why, why)
We're livin' night to night
(Why, why, why, why, why, why, why, why, why)
Since we're bound to die, oh
(Why, why, why, why, why, why, why, why, why)
Oh, what's the use in trying?
(Why, why, why, why, why, why, why, why, why)
And it's exactly why",[Bridge]
Conan Gray,Heather,[Bridge],"(Oh)
Wish I were Heather
(Oh, oh)
Wish I were Heather",[Bridge]
Conan Gray,Heather,[Chorus],"Why would you ever kiss me?
I'm not even half as pretty
You gave her your sweater, it's just polyester
But you like her better, I wish I were Heather",[Chorus]
Conan Gray,Heather,[Pre-Chorus],"Walks by
What a sight for sore eyes
Brighter than a blue sky
She's got you mesmerized while I die",[Pre-Chorus]
Conan Gray,Heather,[Pre-Chorus],"Walks by
What a sight for sore eyes
Brighter than a blue sky
She's got you mesmerized while I die
See Conan Gray LiveGet tickets as low as $26You might also like",[Pre-Chorus]
Conan Gray,Heather,[Verse 1],"I still remember, third of December
Me in your sweater, you said it looked better
On me than it did you, only if you knew
How much I liked you, but I watch your eyes as she",[Verse ]
Conan Gray,Heather,[Chorus],"Why would you ever kiss me?
I'm not even half as pretty
You gave her your sweater, it's just polyester
But you like her better, wish I were",[Chorus]
Conan Gray,Heather,[Verse 2],"Watch as she stands with her holding your hand
Put your arm 'round her shoulder, now I'm getting colder
But how could I hate her? She's such an angel
But then again, kinda wish she were dead as she",[Verse ]
Conan Gray,Maniac,[Verse 1],"You were with your friends, partyin'
When the alcohol kicked in
Said you wanted me dead
So you show up at my home, all alone
With a shovel and a rose
Do you think I'm a joke? 'Cause",[Verse ]
Conan Gray,Maniac,[Chorus],"Tell all of your friends that I'm crazy and drive you mad
That I'm such a stalker, a watcher, a psychopath
And tell them you hate me and dated me just for laughs
So why do you call me and tell me you want me back?
You maniac",[Chorus]
Conan Gray,Maniac,[Bridge],"Psychopathic, don't be so dramatic
We had magic, but you made it tragic
Now you're manic, honestly, I've had it
Listen to yourself, think you need to get some help",[Bridge]
Conan Gray,Maniac,[Pre-Chorus],"People like you always want back what they can't have
But I'm past that and you know that
So you should turn back to your rat pack, tell 'em I'm trash",[Pre-Chorus]
Conan Gray,Maniac,[Chorus],"Tell all of your friends that I'm crazy and drive you mad
That I'm such a stalker, a watcher, a psychopath
And tell them you hate me and dated me just for laughs
So why do you call me and tell me you want me back?
You maniac",[Chorus]
Conan Gray,Maniac,[Chorus],"Tell all of your friends that I'm crazy and drive you mad
That I'm such a stalker, a watcher, a psychopath
And tell them you hate me and dated me just for laughs
So why do you call me and tell me you want me back?
You maniac",[Chorus]
Conan Gray,Maniac,[Post-Chorus],"(Maniac, some may say) You maniac
(Maniac, some may say) You maniac
(Maniac, some may say) You maniac
(Maniac, some may say)",[Post-Chorus]
Conan Gray,Maniac,[Post-Chorus],"(Maniac, some may say) You maniac
(Maniac, some may say) You maniac
(Maniac, some may say) You maniac
(Maniac, some may say)",[Post-Chorus]
Conan Gray,Maniac,[Intro],Maniac,[Intro]
Conan Gray,Memories,[Chorus],"I wish that you would stay in my memories
But you show up today, just to ruin things
I wanna put you in the past 'cause I'm traumatized
But you're not lettin' me do that, 'cause tonight
You're all drunk in my kitchen, curled in the fetal position
Too busy playing the victim to be listening to me when I say
""I wish that you would stay in my memories""
In my memories, stay in my memories",[Chorus]
Conan Gray,Memories,[Pre-Chorus],"But, please, don't ruin this for me
Please, don't make it harder than it already is
I'm trying to get over this",[Pre-Chorus]
Conan Gray,Memories,[Pre-Chorus],"So, there's no good reason in make believin'
That we could ever exist again
I can't be your friend, can't be your lover
Can't be the reason we hold back each other from falling in love
With somebody other than me",[Pre-Chorus]
Conan Gray,Memories,[Intro],"One, two",[Intro]
Conan Gray,Memories,[Chorus],"I wish that you would stay in my memories
But you show up today, just to ruin things
I wanna put you in the past 'cause I'm traumatized
But you're not lettin' me do that, 'cause tonight
You're all drunk in my kitchen, curled in the fetal position
Too busy playing the victim to be listening to me when I say
""I wish that you would stay in my memories""
In my memories, stay in my memories
See Conan Gray LiveGet tickets as low as $26You might also like",[Chorus]
Conan Gray,Memories,[Verse 2],"Now I can't say ""Goodbye"" if you stay here the whole night
You see, it's hard to find an end to somethin'
That you keep beginning over and over again
I promise that the ending always stays the same",[Verse ]
Conan Gray,Memories,[Chorus],"I wish that you would stay in my memories
But you show up today, just to ruin things
I wanna put you in the past 'cause I'm traumatized
But you're not lettin' me do that, 'cause tonight
You're all drunk in my kitchen, curled in the fetal position
Too busy playing the victim to be listening to me when I say
""I wish that you would stay in my memories""
In my memories, stay in my memories",[Chorus]
Conan Gray,People Watching,[Verse 1],"That wasn't funny, but she laughed so hard, she almost cried
They're countin' months they've been together, almost forty-nine
He's makin' fun of how she acted 'round the holidays
She wears a ring, but they tell people that they're not engaged
They met in class for metaphysical philosophy
He tells his friends, ""I like her 'cause she's so much smarter than me""
They're havin' talks about their futures until 4 AM
And I'm happy for them (I'm happy for thеm, I'm happy for them, I'm happy for them)",[Verse ]
Conan Gray,People Watching,[Chorus],"I wanna feel all that love and emotion
Be that attached to the person I'm holdin'
Someday I'll be fallin' without caution
But for now, I'm only people-watchin'
See Conan Gray LiveGet tickets as low as $26You might also like",[Chorus]
Conan Gray,People Watching,[Chorus],"I wanna feel all that love and emotion
Be that attached to the person I'm holdin'
Someday I'll be fallin' without caution
But for now, I'm only people-watchin'",[Chorus]
Conan Gray,People Watching,[Verse 2],"I'm only lookin' just to live through you vicariously
I've never really been in love, not seriously
I had a dream about a house behind a picket fence
Next one I choose to trust, I hope I use some common sense
But I cut people out like tags on my clothing
I end up all alone, but I still keep hoping",[Verse ]
Conan Gray,People Watching,[Chorus],"But I wanna feel all that love and еmotion
Be that attached to the person I'm holdin'
Someday I'll be fallin' without caution
But for now, I'm only people-watchin'",[Chorus]
Conan Gray,People Watching,[Bridge],"Cut people out like tags on my clothing
I end up all alone, but I still keep hoping
I won't be scared to let someone know me
Life feels so monotone, but I still keep hoping
Cut people out like tags on my clothing (I feel)
I end up all alone, but I still keep hoping (Love, emotion)
I won't be scared to let someone know me (I feel)
Life feels so monotone, but I still keep hoping (Love, emotion)
I feel love, emotion",[Bridge]
Conan Gray,The Story,[Chorus],"Oh, and I'm afraid that's just the way the world works
It ain't funny, it ain't pretty, it ain't sweet
Oh, and I'm afraid that's just the way the world works
But I think that it could work for you and me
Just wait and see
It's not the end of the story
Okay",[Chorus]
Conan Gray,The Story,[Chorus],"Oh, and I'm afraid that's just the way the world works
It ain't funny, it ain't pretty, it ain't sweet
Oh, and I'm afraid that's just the way the world works
But I think that it could work for you and me
Just wait and see
It’s not the end of the story, hmm, hmm",[Chorus]
Conan Gray,The Story,[Verse 1],"Let me tell you a story about a boy and a girl
It's kinda short, kinda boring, but the end is a whirl
They were just sixteen when the people were mean
So they didn't love themselves, and now they're gone
Headstones on a lawn",[Verse ]
Conan Gray,The Story,[Verse 3],"Now it's on to the sequel about me and my friend
Both our parents were evil, so we both made a bet
If we worked and we saved, we could both run away
And we'd have a better life, and I was right
I wonder if she's alright
See Conan Gray LiveGet tickets as low as $26You might also like",[Verse ]
Conan Gray,The Story,[Verse 2],"And when I was younger, I knew a boy and a boy
Best friends with each other, but always wished they were more
'Cause they loved one another, but never discovered
'Cause they were too afraid of what they'd say
Moved to different states",[Verse ]
Conan Gray,The Story,[Bridge],"And the movie's always runnin' in my head
All the people, all the lovers, all my friends
And I hope that they all get their happy end
In the end",[Bridge]
Céline Dion,A New Day Has Come,[Outro],"Hush, now (A new day)
Rain come down (A new day)
Rain come down",[Outro]
Céline Dion,A New Day Has Come,[Intro],"A new day has come
A new day has come",[Intro]
Céline Dion,A New Day Has Come,[Pre-Chorus],"Hush, now
I see a light in the sky
Oh, it's almost blinding me
I can't believe I've been touched by an angel with love",[Pre-Chorus]
Céline Dion,A New Day Has Come,[Pre-Chorus],"Hush, now
I see a light in the sky
Oh, it's almost blinding me
I can't believe I've been touched by an angel with love",[Pre-Chorus]
Céline Dion,A New Day Has Come,[Chorus],"Let the rain come down and wash away my tears
Let it fill my soul and drown my fears (Drown my fears)
Let it shatter the walls for a new sun
A new day has come
A new day has come
(La, da, da, oh-oh, oh-oh, oh-oh)
You might also like",[Chorus]
Céline Dion,A New Day Has Come,[Chorus],"Let the rain come down and wash away my tears
Let it fill my soul and drown my fears (Drown my fears)
Let it shatter the walls for a new sun
A new day has come
A new day has come (Oh-oh-oh, oh)
(Mmm, oh-oh, ooh-ooh-ooh-ooh, ooh)
Let the rain come down and wash away my tears
Let it fill my soul and drown my fears (Drown my fears)
Let it shatter the walls for a new sun
A new day has come
A new day has come",[Chorus]
Céline Dion,A New Day Has Come,[Verse 2],"Where it was dark, now there's light
Where there was pain, now there's joy
Where there was weakness, I found my strength
All in the eyes of a boy",[Verse ]
Céline Dion,All By Myself,[Verse 1],"When I was young
I never needed anyone
And making love was just for fun
Those days are gone",[Verse ]
Céline Dion,All By Myself,[Chorus],"All by myself
Don't wanna be
All by myself
Anymore",[Chorus]
Céline Dion,All By Myself,[Verse 3],"Hard to be sure
Sometimes I feel so insecure
And loves so distant and obscure
Remains the cure",[Verse ]
Céline Dion,All By Myself,[Verse 2],"Livin' alone
I think of all the friends I've known
When I dial the telephone
Nobody's home",[Verse ]
Céline Dion,All By Myself,[Chorus],"All by myself
Don't wanna be
All by myself
Anymore
All by myself
Don't wanna live
All by myself
Anymore
You might also like",[Chorus]
Céline Dion,All By Myself,[Chorus],"All by myself
Don't wanna be
All by myself
Anymore
All by myself
Don't wanna live
Oh
Don't wanna live
By myself, by myself
Anymore
By myself
Anymore
Oh",[Chorus]
Céline Dion,Ashes,[Outro],Can beauty come out of ashes?,[Outro]
Céline Dion,Ashes,[Chorus],"Let beauty come out of ashes
Let beauty come out of ashes
And when I pray to God, all I ask is (All I ask is)
Can beauty come out of ashes?",[Chorus]
Céline Dion,Ashes,[Chorus],"Let beauty come out of ashes
Let beauty come out of ashes
And when I pray to God, all I ask is (All I ask is)
Can beauty come out of ashes?",[Chorus]
Céline Dion,Ashes,[Verse 2],"Can you use these tears to put out the fires in my soul?
'Cause I need you here, woah",[Verse ]
Céline Dion,Ashes,[Pre-Chorus],"'Cause I've been shaking
I've been bending backwards 'til I'm broke
Watching all these dreams go up in smoke",[Pre-Chorus]
Céline Dion,Because You Loved Me,[Chorus],"You were my strength when I was weak (You were my strength)
You were my voice when I couldn't speak
You were my eyes when I couldn't see
You saw the best there was in me
Lifted me up when I couldn't reach
You gave me faith 'cause you believed
I'm everything I am
Because you loved me (Loved me), oh",[Chorus]
Céline Dion,Because You Loved Me,[Verse 1],"For all those times you stood by me
For all the truth that you made me see
For all the joy you brought to my life
For all the wrong that you made right
For every dream you made come true
For all the love I found in you
I'll be forever thankful, baby
You're the one who held me up
Never let me fall
You're the one who saw me through, through it all",[Verse ]
Céline Dion,Because You Loved Me,[Chorus],"You were my strength when I was weak (You were my strength)
You were my voice when I couldn't speak (Oh, when I couldn't speak)
You were my eyes when I couldn't see
You saw the best there was in me
Lifted me up when I couldn't reach (Oh)
You gave me faith 'cause you believed
I'm everything I am
Because you loved me (Hey)
You were my strength when I was weak
You were my voice when I couldn't speak (My voice)
You were my eyes when I couldn't see
You saw the best there was in me
Lifted me up when I couldn't reach (Oh)
You gave me faith 'cause you believed (Believed)
I'm everything I am
Because you loved me
Oh",[Chorus]
Céline Dion,Because You Loved Me,[Outro],"I'm everything I am
Because you loved me",[Outro]
Céline Dion,Because You Loved Me,[Chorus],"You were my strength when I was weak
You were my voice when I couldn't speak
You were my eyes when I couldn't see
You saw the best there was in me
Lifted me up when I couldn't reach
You gave me faith 'cause you believed
I'm everything I am
Because you loved me
Ooh, baby",[Chorus]
Céline Dion,Because You Loved Me,[Bridge],"You were always there for me
The tender wind that carried me
A light in the dark, shining your love into my life
You've been my inspiration
Through the lies, you were the truth
My world is a better place because of you",[Bridge]
Céline Dion,It’s All Coming Back to Me Now,[Verse 1],"There were nights when the wind was so cold
That my body froze in bed if I just listened to it
Right outside the window
There were days when the sun was so cruel
That all the tears turned to dust
And I just knew my eyes were drying up forever (Forever)
I finished crying in the instant that you left
And I can't remember where or when or how
And I banished every memory you and I had ever made",[Verse ]
Céline Dion,It’s All Coming Back to Me Now,[Chorus],"But if I touch you like this
And if you kiss me like that
It was so long ago
But it's all coming back to me
If you touch me like this
And if I kiss you like that
It was gone with the wind
But it's all coming back to me
(It's all coming back, it's all coming back to me now)",[Chorus]
Céline Dion,It’s All Coming Back to Me Now,[Chorus],"If you forgive me all this
If I forgive you all that
We forgive and forget
And it's all coming back to me
When you see me like this
And when I see you like that
We see just what we want to see
All coming back to me
The flesh and the fantasies
All coming back to me
I can barely recall
But it's all coming back to me now",[Chorus]
Céline Dion,It’s All Coming Back to Me Now,[Chorus],"When you touch me like this
And when you hold me like that
It was gone with the wind
But it's all coming back to me
When you see me like this
And when I see you like that
Then we see what we want to see
All coming back to me
The flesh and the fantasies
All coming back to me
I can barely recall
But it's all coming back to me now",[Chorus]
Céline Dion,It’s All Coming Back to Me Now,[Chorus],"But when you touch me like this
And you hold me like that
I just have to admit
That it's all coming back to me
When I touch you like this
And I hold you like that
It's so hard to believe
But it's all coming back to me
(It's all coming back, it's all coming back to me now)",[Chorus]
Céline Dion,It’s All Coming Back to Me Now,[Verse 4],"There were moments of gold
And there were flashes of light
There were things we'd never do again
But then they'd always seemed right
There were nights of endless pleasure
It was more than all your laws allow
Baby, baby, baby",[Verse ]
Céline Dion,It’s All Coming Back to Me Now,[Verse 3],"There were those empty threats and hollow lies
And whenever you tried to hurt me
I just hurt you even worse, and so much deeper
There were hours that just went on for days
When alone at last we'd count up all the chances
That were lost to us forever (Forever)
But you were history with the slamming of the door
And I made myself so strong again somehow
And I never wasted any of my time on you since then",[Verse ]
Céline Dion,It’s All Coming Back to Me Now,[Chorus],"If I kiss you like this
And if you whisper like that
It was lost long ago
But it's all coming back to me
If you want me like this
And if you need me like that
It was dead long ago
But it's all coming back to me
It's so hard to resist
And it's all coming back to me
I can barely recall
But it's all coming back to me now
But it's all coming back",[Chorus]
Céline Dion,My Heart Will Go On,[Verse 2],"Love can touch us one time
And last for a lifetime
And never let go 'til we're gone
Love was when I loved you
One true time I'd hold to
In my life, we'll always go on",[Verse ]
Céline Dion,My Heart Will Go On,[Chorus],"Near, far, wherever you are
I believe that the heart does go on
Once more, you open the door
And you're here in my heart
And my heart will go on and on",[Chorus]
Céline Dion,My Heart Will Go On,[Outro],"Mm, mm-mm",[Outro]
Céline Dion,My Heart Will Go On,[Chorus],"Near, far, wherever you are
I believe that the heart does go on
(Why does the heart go on?)
Once more, you open the door
And you're here in my heart
And my heart will go on and on
You might also like",[Chorus]
Céline Dion,Pour que tu m’aimes encore,[Verse 3],"I'll find languages to sing your praises
I'll make my luggage’s for infinite vintages
Magic spells from African priests
I'll say them without remorse for you to still love me",[Verse ]
Céline Dion,Pour que tu m’aimes encore,[Chorus],"I'll go get your heart if you take it somewhere else
Even if in your dances others dance your hours
I'll go get your soul in the colds in the flammes
I'll cast a spell on you for you to still love me",[Chorus]
Céline Dion,Pour que tu m’aimes encore,[Outro],"Pour que tu m'aimes encore
Pour que tu m'aimes encore
Pour que tu m'aimes encore
Pour que tu m'aimes encore
Tu m'aimes, tu m'aimes
Tu m'aimes encore",[Outro]
Céline Dion,Pour que tu m’aimes encore,[Chorus],"I'll go get your heart if you take it somewhere else
Even if in your dances others dance your hours
I'll go get your soul in the colds in the flammes
I'll cast a spell on you for you to still love me",[Chorus]
Céline Dion,Pour que tu m’aimes encore,[Pré-refrain 1],Il faut que tu saches,[Pré-refrain ]
Céline Dion,Pour que tu m’aimes encore,[Refrain],"J'irai chercher ton cœur
Si tu l'emportes ailleurs
Même si dans tes danses
D'autres dansent tes heures
J'irai chercher ton âme
Dans les froids dans les flammes
Je te jetterai des sorts
Pour que tu m'aimes encore",[Refrain]
Céline Dion,Pour que tu m’aimes encore,[Verse 2],"Shouldn't begin tease me touch me
Shouldn't give so much I don't know how to play
They say that today, they say others do so
I'm not the others
Before we attach to the other, before we spoil each other
Je veux que tu saches
I want you to know",[Verse ]
Céline Dion,Pour que tu m’aimes encore,[Couplet 1],"J'ai compris tous les mots
J'ai bien compris, merci
Raisonnable et nouveau
C'est ainsi par ici
Que les choses ont changé
Que les fleurs ont fané
Que le temps d'avant
C'était le temps d'avant
Que si tout zappe et lasse
Les amours aussi passent",[Couplet ]
Céline Dion,Pour que tu m’aimes encore,[Couplet 3.1],"Je trouverai des langages
Pour chanter tes louanges
Je ferai nos bagages
Pour d'infinies vendanges
Les formules magiques
Des marabouts d'Afrique
J'les dirai sans remords
Pour que tu m'aimes encore",[Couplet .]
Céline Dion,Pour que tu m’aimes encore,[Couplet 2],"Fallait pas commencer
M'attirer me toucher
Fallait pas tant donner
Moi je sais pas jouer
On me dit qu'aujourd'hui
On me dit que les autres font ainsi
Je ne suis pas les autres
Avant que l'on s'attache
Avant que l'on se gâche",[Couplet ]
Céline Dion,Pour que tu m’aimes encore,[Bridge],You must know,[Bridge]
Céline Dion,Pour que tu m’aimes encore,[Couplet 3.2],"Je m'inventerai reine
Pour que tu me retiennes
Je me ferai nouvelle
Pour que le feu reprenne
Je deviendrai ces autres
Qui te donnent du plaisir
Vos jeux seront les nôtres
Si tel est ton désir
Plus brillante plus belle
Pour une autre étincelle
Je me changerai en or
Pour que tu m'aimes encore",[Couplet .]
Céline Dion,Pour que tu m’aimes encore,[Verse 3.2],"I'll name myself queen for you to hold me
I'll make myself new to let the fire restart
I'll become these others who give you pleasure
Your games will be ours if that's your wish
More brilliant more beautiful for another spark
I'll change myself into gold for you to still love me",[Verse .]
Céline Dion,The Power of Love,[Chorus 1],"'Cause I'm your lady
And you are my man
Whenever you reach for me
I'll do all that I can",[Chorus ]
Céline Dion,The Power of Love,[Chorus 2],"We're heading for something
Somewhere I've never been
Sometimes I am frightened
But I'm ready to learn
Of the power of love",[Chorus ]
Céline Dion,The Power of Love,[Chorus 1],"'Cause I'm your lady
And you are my man
Whenever you reach for me
I'll do all that I can",[Chorus ]
Céline Dion,The Power of Love,[Verse 4],"Even though there may be times
It seems I'm far away
Never wonder where I am
'Cause I am always by your side
You might also like",[Verse ]
Céline Dion,The Power of Love,[Verse 2],"Lost is how I'm feeling lying in your arms
When the world outside's too
Much to take
That all ends when I'm with you",[Verse ]
Céline Dion,The Power of Love,[Chorus 1],"'Cause I'm your lady
And you are my man
Whenever you reach for me
I'm gonna do all that I can",[Chorus ]
Céline Dion,The Power of Love,[Verse 2],"I hold on to your body
And feel each move you make
Your voice is warm and tender
A love that I could not forsake",[Verse ]
Céline Dion,The Power of Love,[Verse 1],"The whispers in the morning
Of lovers sleeping tight
Are rolling by like thunder now
As I look in your eyes",[Verse ]
Céline Dion,The Power of Love,[Bridge],"The sound of your heart beating
Made it clear
Suddenly the feeling that I can't go on
Is light years away",[Bridge]
Céline Dion,The Power of Love,[Refrain],"The power of love
The power of love
Sometimes I am frightened
But I'm ready to learn
Of the power of love",[Refrain]
Céline Dion,The Power of Love,[Outro],"The power of love
As I look into your eyes
The power of love
(The power of love)
The power of love",[Outro]
Céline Dion,Think Twice,[Verse 2],"Baby think twice for the sake of our love, for the memory
For the fire and the faith that was you and me
Babe I know it ain't easy when your soul cries out for higher ground
'Cos when you're halfway up, you're always halfway down
But baby this is serious (This is serious)
Are you thinking 'bout you or us",[Verse ]
Céline Dion,Think Twice,[Chorus],"Don't say what you're about to say
Look back before you leave my life
Be sure before you close that door
Before you roll those dice
Baby think twice",[Chorus]
Céline Dion,Think Twice,[Verse 1],"Don't think I can't feel that there's something wrong
You've been the sweetest part of my life for so long
I look in your eyes, there's a distant light
And you and I know there'll be a storm tonight
This is getting serious
Are you thinking 'bout you or us",[Verse ]
Céline Dion,Think Twice,[Bridge],"Baby this is serious (This is serious)
Are you thinking 'bout you or us
Baby",[Bridge]
Céline Dion,Think Twice,[Outro],"Don't say what you're about to say (No no no no)
Look back before you leave my life (Don't leave my life)
Be sure before you close that door
Before you roll those dice
Baby think twice
Don't do what you're about to do
My everything depends on you (I depend on you)
Whatever it takes, I'll sacrifice
Before you roll those dice (Don't do it baby, oh don't do it baby)
Don't say what you're about to say
Look back before you leave my life (Don't leave my life)
Be sure before you close that door
Before you roll those dice
Baby think twice",[Outro]
Céline Dion,Think Twice,[Chorus],"Don't say what you're about to say
Look back before you leave my life
Be sure before you close that door
Before you roll those dice
Baby think twice
You might also like",[Chorus]
DJ Khaled,Do You Mind,[Bridge: Nicki Minaj],"Ooh, just in case you need me
I don't mind, uh
Yo, tell them what to do, tell them what to do
Tell them what to do when you see a bad bitch in front of you, baby
Yeah, assume the position",[Bridge]
DJ Khaled,Do You Mind,"[Post-Chorus: Chris Brown, Chris Brown & Jeremih, Chris Brown & August Alsina]","You know, you know, you know, you know
He ain't got forever and ever
You know, you know, you know, you know
Let me be the one, baby, you deserve better
Know, you know, you know, you know
We ain't got forever and ever
You know, you know, you know, you know
Let me be the one, baby, do you mind? Do you mind?",[Post-Chorus]
DJ Khaled,Do You Mind,[Verse 3: Jeremih],"I should, I should be the one, baby, you gon' learn that
Girl, I know your body, know where every curve at
We be goin' all night 'til the early
Know you, know you wanna take off when you on my runway
We ain't gotta talk, bodies conversate
Baby, by the way I touch you, you know what I'm sayin'
Oh-oh-oh, ride it slow-ow-ow",[Verse]
DJ Khaled,Do You Mind,"[Chorus: Chris Brown, August Alsina]","I'm just tryna get to know ya
Get a little closer, maybe post up, ooh
Do you mind? Do you mind? Do you mind?
Do you mind? Do-do you mind? Do you mind?
Girl, we been right here, thinkin' 'bout it all night (Oh)
Baby, you should be up in my bed, ooh
Do you mind, do you mind? Baby, you
Do you mind? Do-do you mind? Do you mind?",[Chorus]
DJ Khaled,Do You Mind,[Verse 1: Nicki Minaj],"Yo, he ain't messin' with no average chick, pop, pop
He got Nicki, he know that he hit the jackpot
Every baller tryna score, check them shot clocks
But I hit them with them 'Bron-Iguodala blocks
Eat the cake and he suck on my toes, yes
Hittin' them home runs, I be like ""Go Mets""
I want a dude that still kiss me when he mad
Type to cop me diamonds, he can miss me with them bags",[Verse]
DJ Khaled,Do You Mind,"[Post-Chorus: Chris Brown, Chris Brown & Jeremih, Future]","You know, you know, you know, you know
He ain't got forever and ever
You know, you know, you know, you know
Let me be the one, baby, you deserve better
Know, you know, you know, you know
We ain't got forever and ever
You know, you know, you know, you know (Man, with all this red carpet shit, baby)
Let me be the one, baby, do you mind? Do you mind? (You know what I'm sayin', Future Hendrix)",[Post-Chorus]
DJ Khaled,Do You Mind,[Verse 5: Rick Ross],"Seen the two G-wagons in my driveway (Woo!)
FaceTime, two black bottles by my fireplace (Ugh!)
Fell out with your peoples, so you took the pictures down (Yeah)
Instagram ain't been the same since you so distant now (Woo!)
Took you shoppin' in other places that I won't name (Boss)
First time your friends really got to see Balmain (Woo!)
Twenty million cash, seen that there with my two eyes (Ugh!)
We the best and I told you this back in '05 (Maybach Music)",[Verse]
DJ Khaled,Do You Mind,[Intro: DJ Khaled],"Another one
We The Best Music!",[Intro]
DJ Khaled,Do You Mind,"[Chorus: Chris Brown, August Alsina]","I'm just tryna get to know ya
Get a little closer, maybe post up, ooh
Do you mind? Do you mind? Do you mind?
Do you mind? Do-do you mind? Do you mind?
Girl, we been right here, thinkin' 'bout it all night (Oh)
Baby, you should be up in my bed, ooh
Do you mind, do you mind? Baby, you
Do you mind? Do-do you mind? Do you mind?",[Chorus]
DJ Khaled,For Free,[Chorus: Drake & Complexion],"I always wonder if you ask yourself (Ask yourself)
Is it just me? (Just me)
Is it just me?
Or is this sex so good I shouldn't have to fuck for free?
Oh, is it just me?
Yeah, is it just me?
Is this sex so good I shouldn't have to—
Would you fuck me for free?",[Chorus]
DJ Khaled,For Free,[Intro: DJ Khaled & Complexion],"Would you fuck me for free?
Another one (Another one, another one)
We the Best Music! (Music, music) Major Key! (Major Key)
DJ Khaled!",[Intro]
